Code,Xsite,Xprofile,unicode,XLat,XLong,XYear,X14C,X14C_SD,Tau,C_bulk,Biomes,Order,Xlayer_top,Xlayer_bot,CFRAG,SDTO,STPC,CLPC,BULK,TAWC,ORGC,TOTN,CNrt,PHAQ,CECS,ECEC,CECc,TEB,BSAT,ESP,ALSA,TCEQ,GYPS,ELCO,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,Aspect,fm,fr1000,fr300,mrRTF,mrVBF,PI,planC,profileC,SD,SP,TPI,TWI,MNPP
1278,Waldstein,"Waldstein2:50.1,11.85_339","Waldstein_Waldstein2:50.1,11.85_339",50.144167,11.866667,2002,-415.6871696,4.291774772,5609,0.00150179,3,Inceptisols,55,70,24.55229964,56.14250669,35.48864697,8.36884634,1.569555861,18.46218682,4.742206649,0.531963905,12.04694172,5.423855563,6.623232167,4.055665469,57.52238152,3.68887561,44.73106052,2.062288955,34.10964469,0,16.03128643,0.355656765,5.591666698,7.133333206,29.47658348,654.7825317,19.10000038,-5.099999905,24.20000076,-1.149999976,4.983333111,13.75,-2.200000048,1098,121,71,15.61540604,319,231,297,305,291.8093666,2.230806942,66.79630996,7.718669795,1.940324426,0.268307805,1.345115314,9.90E-05,5.50E-05,146.0083618,1.647330072,1.268831555,8.385747494,6.670000076
1279,Waldstein,"Waldstein2:50.1,11.85_339","Waldstein_Waldstein2:50.1,11.85_339",50.144167,11.866667,2002,-438.5429436,4.264705427,6171,0.000498192,3,Inceptisols,70,80,26.53598562,58.7807755,33.31417576,7.905048744,1.632284939,17.53818237,2.563784335,0.434449128,11.65976348,5.538513828,5.877829658,3.984833675,52.72271995,4.074712919,50.22814747,1.983029074,29.57933463,0,17.78205483,0,5.591666698,7.133333206,29.47658348,654.7825317,19.10000038,-5.099999905,24.20000076,-1.149999976,4.983333111,13.75,-2.200000048,1098,121,71,15.61540604,319,231,297,305,291.8093666,2.230806942,66.79630996,7.718669795,1.940324426,0.268307805,1.345115314,9.90E-05,5.50E-05,146.0083618,1.647330072,1.268831555,8.385747494,6.670000076
1280,Takayama Forest Research Station,Mt Norikura mid slope,Takayama Forest Research Station_Mt Norikura mid slope,36.11277778,137.4230556,2005,100,4.902531315,75,0.395340735,3,Inceptisols,3,8,13.25355438,45.37931578,44.48669651,10.1339877,1.116368889,21.10850613,61.23552009,3.644545596,16.20975944,4.975682045,22.23280035,9.647815546,55.82860652,7.513807577,32.44106856,1.023948029,29.25690924,0,10.29678435,1.004444859,7.820833206,9.425000191,27.3982563,919.2695923,25.29999924,-9.100000381,34.40000153,18.89999962,-3.466666698,18.89999962,-3.466666698,1770,247,68,45.201828,692,215,692,215,257.6308129,23.53823983,397.7622657,118.8115008,1.07E-06,7.24E-08,2.737180214,0.000866,0.000371,184.3165741,22.29295957,16.40054402,5.890805426,8.68500042
1281,Takayama Forest Research Station,Mt Norikura mid slope,Takayama Forest Research Station_Mt Norikura mid slope,36.11277778,137.4230556,2005,-255,4.482085382,2647,0.002918609,3,Inceptisols,38,43,11.59019243,37.61551893,44.22916708,18.155314,1.367280987,17.05115397,12.78208093,0.843308637,10.94599906,5.520394726,12.5894559,7.940565918,64.38671771,6.723052541,49.45253763,0.952514088,31.58469275,0.026987819,0.012803851,0,7.820833206,9.425000191,27.3982563,919.2695923,25.29999924,-9.100000381,34.40000153,18.89999962,-3.466666698,18.89999962,-3.466666698,1770,247,68,45.201828,692,215,692,215,257.6308129,23.53823983,397.7622657,118.8115008,1.07E-06,7.24E-08,2.737180214,0.000866,0.000371,184.3165741,22.29295957,16.40054402,5.890805426,8.68500042
1282,Thurston,Thurston_1,Thurston_Thurston_1,19.41,-155.24,1996,202.8,5.024282982,12,2.25178121,1,Andisols,4,10,9.920959849,38.24911884,45.81087338,15.94000778,1.231090217,18.93551236,40.6108946,2.172389814,13.06340707,5.830087365,18.47682793,14.58639556,50.835837,9.317970574,53.53802482,2.096532583,14.67954956,0.000909649,1.098270845,0,16.38750076,9.008333206,70.37760162,125.0840683,22.60000038,9.800000191,12.80000019,15.10000038,17.54999924,17.88333321,14.89999962,2161,301,52,41.93556595,783,302,353,704,304.1534814,4.395643149,137.7683419,65.27399308,0.203828722,0.357507586,3.039438215,-0.000323,0.000575,217.7878876,7.522192776,9.806085956,7.531433741,15.68400002
1283,Thurston,Thurston_1,Thurston_Thurston_1,19.41,-155.24,1996,144.3,4.95499823,52,0.640696701,1,Andisols,10,18,8.501859761,36.40028965,33.86453186,29.73517849,0.788222442,24.37874939,57.74372306,3.4432785,15.96580521,5.327446121,39.53823334,10.354459,77.46773849,7.840520357,25.48017719,0.969320609,34.83558626,0,0,0,16.38750076,9.008333206,70.37760162,125.0840683,22.60000038,9.800000191,12.80000019,15.10000038,17.54999924,17.88333321,14.89999962,2161,301,52,41.93556595,783,302,353,704,304.1534814,4.395643149,137.7683419,65.27399308,0.203828722,0.357507586,3.039438215,-0.000323,0.000575,217.7878876,7.522192776,9.806085956,7.531433741,15.68400002
1284,Thurston,Thurston_1,Thurston_Thurston_1,19.41,-155.24,1996,98.9,4.901228525,79,0.371357567,1,Andisols,18,26,9.936069213,37.58952327,33.46320461,28.94727212,0.811783717,25.44143715,50.15776177,2.874074794,13.02388333,5.408561746,38.200724,8.499113217,76.03479654,7.381280024,24.15182911,0.895325322,28.64554978,0,0,0,16.38750076,9.008333206,70.37760162,125.0840683,22.60000038,9.800000191,12.80000019,15.10000038,17.54999924,17.88333321,14.89999962,2161,301,52,41.93556595,783,302,353,704,304.1534814,4.395643149,137.7683419,65.27399308,0.203828722,0.357507586,3.039438215,-0.000323,0.000575,217.7878876,7.522192776,9.806085956,7.531433741,15.68400002
1285,Thurston,Thurston_1,Thurston_Thurston_1,19.41,-155.24,1996,2.91,4.787542313,234,0.042716753,1,Andisols,26,29,10.7863533,38.54810766,33.14584979,28.30604255,0.826106407,25.96118981,45.20906788,2.497346273,11.35580975,5.471656859,37.30769018,7.34023162,75.67872793,7.089527749,24.24429688,0.928037575,24.94999021,0,0,0,16.38750076,9.008333206,70.37760162,125.0840683,22.60000038,9.800000191,12.80000019,15.10000038,17.54999924,17.88333321,14.89999962,2161,301,52,41.93556595,783,302,353,704,304.1534814,4.395643149,137.7683419,65.27399308,0.203828722,0.357507586,3.039438215,-0.000323,0.000575,217.7878876,7.522192776,9.806085956,7.531433741,15.68400002
1286,Thurston,Thurston_1,Thurston_Thurston_1,19.41,-155.24,1996,-4.09,4.77925183,257,0.073134436,1,Andisols,29,35,11.16054782,39.36246572,32.88323008,27.7543042,0.832957864,26.01921108,42.33259422,2.270759153,10.73948815,5.52265324,36.75974846,6.739009611,76.28596576,6.930964122,25.64731401,1.060989579,23.28379308,0,0,0.002081069,16.38750076,9.008333206,70.37760162,125.0840683,22.60000038,9.800000191,12.80000019,15.10000038,17.54999924,17.88333321,14.89999962,2161,301,52,41.93556595,783,302,353,704,304.1534814,4.395643149,137.7683419,65.27399308,0.203828722,0.357507586,3.039438215,-0.000323,0.000575,217.7878876,7.522192776,9.806085956,7.531433741,15.68400002
1287,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,194.3,5.014215967,31,0.990175236,1,Andisols,5,12,7.840076379,35.87244291,34.04316854,30.08438855,0.77737982,23.87930697,61.20689459,3.702687661,17.32955855,5.291253965,40.14714747,11.20570937,78.1696115,8.050820097,26.16564776,1.009776355,37.68971635,0,0,0.0003494,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1288,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,-0.32,4.783716847,244,0.133018616,1,Andisols,12,20,8.819939892,36.65399436,33.77867177,29.56733387,0.793433849,24.61880182,56.07918134,3.318595859,15.31032963,5.34484155,39.24556433,9.945313298,77.13038965,7.73944171,25.15071203,0.949875925,33.46377473,0,0,0,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1289,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,-205,4.541303119,1974,0.012650034,1,Andisols,20,27,10.20601928,37.84697239,33.37713737,28.77589024,0.816265421,25.62684094,48.6700924,2.761732237,12.48023238,5.425818577,37.93570848,8.142085069,75.83049892,7.292257523,24.01845663,0.891549392,27.4770353,0,0,0,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1290,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,-224,4.518800379,2217,0.016829146,1,Andisols,27,39,11.15872958,39.55123403,32.82413189,27.62463407,0.833193798,25.93510649,42.00352543,2.242008414,10.80030856,5.533811457,36.68633585,6.697140763,76.65812109,6.916921221,26.30942047,1.118556511,23.27232286,0,0,0.004237053,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1291,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,-318,4.407471034,3634,0.010199865,1,Andisols,39,52,11.45610851,41.60914498,32.15742433,26.23343069,0.836822258,25.04867301,38.4808061,1.944752063,11.69450987,5.663821695,36.01005279,6.611305931,81.79755236,6.877453373,34.47921153,1.808811812,25.22219766,0,0,0.01373711,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1292,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,-426,4.279560722,5854,0.008316552,1,Andisols,52,71,15.31470273,41.55914749,31.94399498,26.49685753,0.860987054,26.36788123,35.14291421,1.807054356,11.4809243,5.754900242,36.56444371,8.912232955,88.98413364,7.655289239,39.16525297,2.065718597,39.28086081,0,0,0,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1293,Laupahoehoe,Laupahoehoe_1,Laupahoehoe_Laupahoehoe_1,19.9064,-155.3108,1996,-582,4.094801383,11105,0.004939486,1,Andisols,71,94,13.65540827,40.99396638,32.0215198,26.98451382,0.843881176,24.57023167,32.73075856,1.421325473,11.55607302,5.926709643,37.00289774,8.95684693,87.66497723,7.451550344,37.05301021,1.983326338,24.03690977,0,0,0.61129574,14.13749981,8.391666412,67.67472839,133.9118652,20,7.599999905,12.39999962,12.75,15.46666622,15.71666622,12.53333282,1991,299,53,45.53704834,747,227,272,665,37.08884608,7.98864529,155.6515534,65.11407931,0.162022993,0.037083957,3.211150364,0.000375,-3.30E-05,213.3234406,9.06859034,2.728120174,7.50919753,16.50099945
1294,Kohala,Kohala_1,Kohala_Kohala_1,20.09,-155.72,1996,198.1,4.93859189,11,0.818226346,1,Andisols,2,4,7.489304679,35.59266299,34.13785314,30.26948386,0.771632797,23.61458249,63.04251421,3.840184907,18.05240245,5.272070672,40.46989635,11.65690616,78.54163231,8.162287383,26.52897462,1.031219521,39.20251962,0,0,0.00102688,14.41250038,7.075000286,63.73873901,120.9268265,19.70000076,8.600000381,11.10000038,13.83333302,15.76666737,15.86666679,12.96666718,2086,352,87,46.67095184,695,305,354,521,25.66113864,9.921869601,204.8315327,68.5352612,0.144163445,0.019106252,1.108368194,9.00E-05,0.000393,212.0840149,10.32157015,6.17983669,6.772054218,14.5
1295,Kohala,Kohala_1,Kohala_Kohala_1,20.09,-155.72,1996,-35.3,4.93859189,395,0.059199253,1,Andisols,4,11,15.8323262,37.87331205,35.14737902,26.97930894,0.938398125,15.83259308,42.29439603,4.597904722,11.08420192,6.501439916,38.37455778,34.10071247,79.92089376,32.09896747,79.08341174,1.015466396,0,8.756959495,3.083722467,1,14.41250038,7.075000286,63.73873901,120.9268265,19.70000076,8.600000381,11.10000038,13.83333302,15.76666737,15.86666679,12.96666718,2086,352,87,46.67095184,695,305,354,521,25.66113864,9.921869601,204.8315327,68.5352612,0.144163445,0.019106252,1.108368194,9.00E-05,0.000393,212.0840149,10.32157015,6.17983669,6.772054218,14.5
1296,Kohala,Kohala_1,Kohala_Kohala_1,20.09,-155.72,1996,-178,4.93859189,1650,0.020057155,1,Andisols,11,21,12.16348039,38.43174523,34.49774082,27.07051395,0.945459097,16.57051312,39.85065036,4.122266939,10.71304473,6.49509285,36.72352871,33.65677772,80.26958949,31.66272457,78.71573762,0.947291417,0,9.828268003,2.714678668,1,14.41250038,7.075000286,63.73873901,120.9268265,19.70000076,8.600000381,11.10000038,13.83333302,15.76666737,15.86666679,12.96666718,2086,352,87,46.67095184,695,305,354,521,25.66113864,9.921869601,204.8315327,68.5352612,0.144163445,0.019106252,1.108368194,9.00E-05,0.000393,212.0840149,10.32157015,6.17983669,6.772054218,14.5
1297,Kohala,Kohala_1,Kohala_Kohala_1,20.09,-155.72,1996,-386,4.93859189,4939,0.012597452,1,Andisols,21,48,17.51442377,40.64210892,32.75327492,26.60461615,0.960141392,17.9118564,29.0967694,2.877348296,10.05113376,6.52551224,32.49531514,30.93875899,85.8670014,28.91403646,75.64252803,1.270242685,0,11.98211602,2.044341076,1,14.41250038,7.075000286,63.73873901,120.9268265,19.70000076,8.600000381,11.10000038,13.83333302,15.76666737,15.86666679,12.96666718,2086,352,87,46.67095184,695,305,354,521,25.66113864,9.921869601,204.8315327,68.5352612,0.144163445,0.019106252,1.108368194,9.00E-05,0.000393,212.0840149,10.32157015,6.17983669,6.772054218,14.5
1298,Kohala,Kohala_1,Kohala_Kohala_1,20.09,-155.72,1996,-823,4.93859189,37454,0.000908913,1,Andisols,48,78,35.50930758,44.99027447,31.97036893,23.03935659,0.947916055,19.23005876,18.56232077,2.058695785,9.37799405,6.604705794,30.96469806,27.87774955,95.0034836,25.90217314,72.45565491,2.032120487,0,11.97908374,1.384704603,1,14.41250038,7.075000286,63.73873901,120.9268265,19.70000076,8.600000381,11.10000038,13.83333302,15.76666737,15.86666679,12.96666718,2086,352,87,46.67095184,695,305,354,521,25.66113864,9.921869601,204.8315327,68.5352612,0.144163445,0.019106252,1.108368194,9.00E-05,0.000393,212.0840149,10.32157015,6.17983669,6.772054218,14.5
1299,Pololu,Pololu_1,Pololu_Pololu_1,20.2,-155.73,2009,1.8,4.786227679,245,0.133302546,1,Water,15,25,9.865539398,38.82072104,34.05557321,27.12370576,0.950210048,17.06416773,38.13239176,3.798983429,10.46493602,6.491391168,35.60240168,33.33457873,80.56788956,31.34501154,78.43801469,0.907530984,0,10.54800417,2.467802504,1,22.39999962,6.599999905,66,111.9253006,27.29999924,17.29999924,10,21.83333397,23.64999962,23.81666565,21.06666565,1766,273,51,47.70884323,629,240,253,613,305.3681063,9.313524643,219.8091091,78.07207276,0.007960833,0.002977657,1.078690305,0.000351,-0.000949,200.7963409,9.313524643,-12.48297394,8.156889327,2.009000063
1300,Pololu,Pololu_1,Pololu_Pololu_1,20.2,-155.73,2009,-565,4.114935413,10355,0.003683947,1,Water,46,62,14.47533916,37.22405874,29.02358887,33.75235239,1.139556502,24.08823657,24.46337018,1.215273114,11.03882152,5.62860414,27.91213423,9.174006415,62.53739038,8.819554515,40.90711019,2.055458175,25.76080518,4.698078173,2.914070557,0,22.39999962,6.599999905,66,111.9253006,27.29999924,17.29999924,10,21.83333397,23.64999962,23.81666565,21.06666565,1766,273,51,47.70884323,629,240,253,613,305.3681063,9.313524643,219.8091091,78.07207276,0.007960833,0.002977657,1.078690305,0.000351,-0.000949,200.7963409,9.313524643,-12.48297394,8.156889327,2.009000063
1301,Kolekole,Kolekole_1,Kolekole_Kolekole_1,20.71,-156.26,1996,262.4,5.094870524,18,1.821561198,2,Andisols,2,10,11.8532709,32.81021931,31.22921294,35.96056775,0.949874585,21.76836334,48.95012618,3.216390642,15.45860699,5.292373799,32.18684254,12.20357344,55.23836034,9.003897286,33.27437302,1.021191032,23.15397608,0.074483062,3.001862448,0,9.199999809,9.133333206,69.19191742,146.1941528,15.60000038,2.400000095,13.20000076,8.383333206,9.966667175,10.94999981,7.400000095,729,99,20,38.2426033,258,129,198,226,311.7755213,18.65576006,383.0228362,147.0104428,1.11E-06,5.49E-06,2.287084067,6.60E-05,-0.000199,205.418457,20.07834983,-3.442606307,7.029725685,5.186622183
1302,Kolekole,Kolekole_1,Kolekole_Kolekole_1,20.71,-156.26,1996,24.25,4.812816443,177,0.216295013,2,Andisols,10,21,16.22922935,43.10809568,28.34402395,28.54788037,1.048428055,21.75002355,39.6274333,2.017762595,14.99321954,5.516067048,26.26901733,8.960355467,56.64503093,6.752158585,34.4057026,1.748770405,22.70847242,0,0.748770405,0,9.199999809,9.133333206,69.19191742,146.1941528,15.60000038,2.400000095,13.20000076,8.383333206,9.966667175,10.94999981,7.400000095,729,99,20,38.2426033,258,129,198,226,311.7755213,18.65576006,383.0228362,147.0104428,1.11E-06,5.49E-06,2.287084067,6.60E-05,-0.000199,205.418457,20.07834983,-3.442606307,7.029725685,5.186622183
1303,Kolekole,Kolekole_1,Kolekole_Kolekole_1,20.71,-156.26,1996,-32.4,4.745722747,380,0.071948476,2,Andisols,21,30,12.17085755,41.24116695,29.01116747,29.74766558,1.023842846,23.48080646,33.78241918,1.514151477,12.67903276,5.334419143,26.86418606,6.614632995,58.61209042,6.177309816,26.912386,1.170670409,19.78402292,0,0.170670409,0,9.199999809,9.133333206,69.19191742,146.1941528,15.60000038,2.400000095,13.20000076,8.383333206,9.966667175,10.94999981,7.400000095,729,99,20,38.2426033,258,129,198,226,311.7755213,18.65576006,383.0228362,147.0104428,1.11E-06,5.49E-06,2.287084067,6.60E-05,-0.000199,205.418457,20.07834983,-3.442606307,7.029725685,5.186622183
1304,Kolekole,Kolekole_1,Kolekole_Kolekole_1,20.71,-156.26,1996,-197,4.550777957,1875,0.010328298,2,Andisols,31,38,10.40349007,41.23779785,28.74739168,30.01481047,1.021983006,24.28858542,30.2132336,1.216285767,11.64025869,5.304274326,27.02566922,5.76218572,61.70184639,5.895767298,27.0501757,0.908337581,18.67294762,0,0,0,9.199999809,9.133333206,69.19191742,146.1941528,15.60000038,2.400000095,13.20000076,8.383333206,9.966667175,10.94999981,7.400000095,729,99,20,38.2426033,258,129,198,226,311.7755213,18.65576006,383.0228362,147.0104428,1.11E-06,5.49E-06,2.287084067,6.60E-05,-0.000199,205.418457,20.07834983,-3.442606307,7.029725685,5.186622183
1305,Kolekole,Kolekole_1,Kolekole_Kolekole_1,20.71,-156.26,1996,-303,4.425236355,3381,0.015451396,2,Andisols,38,58,12.63029516,43.57414631,27.26261411,29.16323958,1.054408061,24.06340421,28.35393307,1.127733398,11.91364558,5.469638344,27.02624825,6.796710594,68.01619301,5.979448032,37.18131372,0.978536618,23.34269302,0,0.005825012,0,9.199999809,9.133333206,69.19191742,146.1941528,15.60000038,2.400000095,13.20000076,8.383333206,9.966667175,10.94999981,7.400000095,729,99,20,38.2426033,258,129,198,226,311.7755213,18.65576006,383.0228362,147.0104428,1.11E-06,5.49E-06,2.287084067,6.60E-05,-0.000199,205.418457,20.07834983,-3.442606307,7.029725685,5.186622183
1306,Kolekole,Kolekole_1,Kolekole_Kolekole_1,20.71,-156.26,1996,-486,4.208499438,7495,0.004365157,2,Andisols,58,72,19.94549505,44.19571906,26.90786855,28.8964124,1.088994789,23.43355081,26.80599335,1.197924073,11.94000348,5.581805509,28.58194485,7.998769659,73.9576877,6.169184976,41.50672202,1.007249909,39.92696583,0,0.007377973,0,9.199999809,9.133333206,69.19191742,146.1941528,15.60000038,2.400000095,13.20000076,8.383333206,9.966667175,10.94999981,7.400000095,729,99,20,38.2426033,258,129,198,226,311.7755213,18.65576006,383.0228362,147.0104428,1.11E-06,5.49E-06,2.287084067,6.60E-05,-0.000199,205.418457,20.07834983,-3.442606307,7.029725685,5.186622183
1307,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-584.1743085,4.09222623,11203,0.000488194,6,Inceptisols,102,104,10.9701996,41.79725978,26.80711177,31.39562845,1.080952069,20.22843784,28.41548803,0.783496548,12.39683701,5.76199681,30.4413682,5.777115539,61.681427,4.408990235,38.29486426,1.000639354,2.566730115,0,0.000639354,0,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1308,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-35.32152849,4.742262621,386,0.024276289,6,Inceptisols,7.5,8.5,3.185436845,29.5292271,56.59432889,13.87644401,0.795060417,22.22881331,121.7387331,8.600194421,19.13763272,5.367946393,49.53094298,23.71083703,47.56872243,19.43478269,92.62936776,2.003473777,9.302785673,0.00229187,1.34E-05,0.984694734,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1309,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-64.88152511,4.707253099,570,0.031885074,6,Inceptisols,11.5,13.5,2.853169461,30.37276216,55.52940511,14.09783273,0.875583561,21.81882359,106.8331533,7.793532063,18.89102119,5.42538033,44.99597689,22.43715293,50.13329828,18.65573521,89.70985215,1.997249433,12.34386936,0,0,1.012118846,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1310,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-102.5183364,4.662677763,873,0.013416881,6,Inceptisols,21.5,23.5,1.601486248,33.54749891,51.49533123,14.95716986,1.181402163,20.2541439,50.37899691,4.727624465,17.94243267,5.643801176,27.80968096,17.62640238,59.89163829,15.70918893,78.69555173,1.975224483,23.6744165,0,0,1.109159537,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1311,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-212.4854303,4.532437714,2063,0.001963512,6,Inceptisols,29,31,0.967701945,35.08591722,48.92635541,15.98772737,1.394520358,18.98709226,14.66564012,2.537765526,17.00213363,5.802833963,16.69603485,14.89307146,67.11950834,13.94000532,72.737814,1.997497956,26.46295232,0,0,1.011023865,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1312,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-267.3414957,4.467468673,2818,0.000422653,6,Inceptisols,37,39,1.109070958,34.56232229,48.12484969,17.31282803,1.49914996,18.02982637,4.016920406,1.361533974,16.01062736,5.893851647,12.8775524,14.7260256,71.47917814,13.6106941,73.07254016,2.079820484,18.14063254,0.052662622,0.000307969,0.648315435,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1313,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-260.0085551,4.476153476,2710,0.001109386,6,Inceptisols,40.5,43.5,1.373299513,33.73244368,48.32606618,17.94149014,1.512066714,17.70458618,6.719938151,1.151986807,15.57428299,5.914524522,13.3459242,15.38437385,72.46664458,13.87766829,75.00500874,2.127279564,11.35524407,0.083974379,0.000491078,0.415479218,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
1314,Western Kola Peninsula,KRE-KUN-97,Western Kola Peninsula_KRE-KUN-97,67.83,33.67,1990,-329.318543,4.394065864,3828,0.000800066,6,Inceptisols,45,47,1.408067401,32.72015814,48.98478194,18.29505992,1.516426879,17.31820122,10.24247484,0.973369597,15.16435739,5.951026013,13.91663747,15.96523208,72.79248219,14.07992575,76.74846438,2.113372395,4.052313494,0.07479894,0.000437421,0.158715449,-1.795833349,6.891666889,20.03391457,920.2876587,16.70000076,-17.70000076,34.40000153,8.966667175,-8.283332825,10.14999962,-12.53333378,557,73,24,36.44473648,206,81,204,92,289.5778972,13.25551149,128.0029104,33.75529786,7.42E-05,2.56E-05,1.453045428,0.000724,-0.000556,64.30112457,12.96594773,0.682507624,6.998182137,3.63499999
