Code,Site,Latitude,Longititude,TNPP_Original,ANPP_Original,BNPP_Original,Unit,TNPP_unit_unified,ANPP_unit_unified,BNPP_unit_unified,Source,fBNPP,Biome type,Soil order,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,CFRAG,SDTO,STPC,CLPC,BULK,TAWC,ORGC,TOTN,CNrt,PHAQ,CECS,ECEC,CECc,TEB,BSAT,ESP,ALSA,TCEQ,GYPS,ELCO,Aspect,fm,fr1000,fr300,mrRTF,mrVBF,PI,planC,profileC,SD,SP,TPI,TWI,MNPP
810,Canada ,75.55,-84.67,280,150,130,g/m2/yr,0.28,0.15,0.13,ORNL: ODS_NPP_214,46.4285714,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
811,Canada ,75.55,-84.67,96,37,59,g/m2/yr,0.096,0.037,0.059,ORNL: ODS_NPP_214,61.4583333,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
812,Canada ,75.55,-84.67,43,15,28,g/m2/yr,0.043,0.015,0.028,ORNL: ODS_NPP_214,65.1162791,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
813,Canada ,75.55,-84.67,54,49,5,g/m2/yr,0.054,0.049,0.005,ORNL: ODS_NPP_214,9.2592593,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
814,Canada ,75.55,-84.67,98,38,60,g/m2/yr,0.098,0.038,0.06,ORNL: ODS_NPP_214,61.2244898,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
815,Canada ,75.55,-84.67,23,20,3,g/m2/yr,0.023,0.02,0.003,ORNL: ODS_NPP_214,13.0434783,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
816,Canada ,75.55,-84.67,110.5,6.5,104,g/m2/yr,0.1105,0.0065,0.104,ORNL: ODS_NPP_214,94.1176471,7,Gelisols,-16.74583435,6.591666698,15.4733963,1362.905396,6.099999905,-36.5,42.59999847,-0.616666675,-32.25,0.816666663,-32.25,218,43,4,76.02606201,110,12,104,12,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,289.3797156,6.201462417,43.30068429,10.48985791,0.171793759,0.515467346,0.584191407,0.000192,0.000111,46.58532715,6.201462417,0.666268161,8.226133052,0.098999999
817,USA ,40.5,-74.48,2340,396,1944,g/m2/yr,2.34,0.396,1.944,ORNL: ODS_NPP_214,83.0769231,3,Ultisols,11.74166679,11.73333359,32.32323074,912.5708618,30.29999924,-6,36.29999924,22.16666603,0.299999982,22.86666679,0.299999982,1238,128,76,12.47552395,351,271,342,271,13,31,50,19,1.35,18,30.34,3.13,13,5,12,8,29,6,40,1,26,0,5,0,114.0404617,1.046523314,15.37564937,5.333393029,3.129420996,5.774223328,1.332813838,0.000026,0.000117,170.3273926,1.052729135,1.265101423,8.263981811,7.606999874
818,USA ,35.97,-84.28,818,618,200,g/m2/yr,0.818,0.618,0.2,ORNL: ODS_NPP_214,24.4498778,3,Ultisols,13.875,13.0666666,38.54473877,804.8786011,30.79999924,-3.099999905,33.89999771,13.58333302,19.61666679,23.61666679,3.700000048,1228,127,76,13.631917,337,261,320,306,11,48,30,22,1.15,15,17.73,1.56,14,5.2,11,6,19,5,47,1,16,0,5,0,314.2838325,9.173506921,58.75090693,49.43966863,0.028074212,0.16809693,1.515014927,0.000162,-0.000487,170.8353882,9.596880771,-4.877521378,7.684077852,5.822000027
821,USA ,41.87,-112.75,597,154,443,g/m2/yr,0.597,0.154,0.443,ORNL: ODS_NPP_214,74.2043551,8,Mollisols,8.533333778,16.06666756,36.93486404,982.4744873,33,-10.5,43.5,12.69999981,20.23333359,20.81666756,-3.616666794,316,41,22,20.24002838,100,67,76,71,10,41,39,20,1.41,19,19.33,1.85,11,6.8,19,25,63,25,95,2,0,62,1,1,217.5133289,0.497638451,10.00257785,2.59536432,0.091495641,3.632101774,0.31551845,-0.000027,0.000001,176.0286407,0.497638451,-0.420175201,14.30484832,1.225000024
822,Ivory Coast ,8,-5,2200,1000,1200,g/m2/yr,2.2,1,1.2,ORNL: ODS_NPP_214,54.5454545,2,Ultisols,26.50416565,10.07499981,67.61745453,139.7962799,35,20.10000038,14.89999962,24.79999924,26.53333282,28.39999962,24.79999924,1030,172,9,62.99488831,415,44,228,415,21,53,22,25,1.34,11,12.99,1.09,12,5.3,7,5,15,4,47,2,23,0,0,0,239.497429,1.449422414,29.42840806,9.601666902,3.592007637,5.865819454,0.989576564,0.000067,0.000093,223.9302063,1.097607541,2.492704167,8.132490663,5.193999767
823,India ,25.38,83.57,266,176,90,g/m2/yr,0.266,0.176,0.09,ORNL: ODS_NPP_214,33.8345865,9,Alfisols,26.11666679,11.76666737,37.59318542,596.9671021,41.20000076,9.899999619,31.30000114,29.33333397,25.41666603,32.65000153,17.91666603,994,298,3,134.1123505,770,21,135,32,11,43,35,22,1.46,16,13.57,1.25,11,6.6,14,19,42,18,83,10,6,29,4,4,156.1587353,0.259169612,3,1.388079057,3.983769417,5.798848152,0.790037578,0.000019,0.000002,205.0748749,0.259169612,0.427114334,11.66720583,3.98300004
824,India ,25.27,83.33,314,188,126,g/m2/yr,0.314,0.188,0.126,ORNL: ODS_NPP_214,40.1273885,9,Alfisols,26.13333321,11.85000038,37.38170242,604.2852173,41.40000153,9.699999809,31.70000076,29.36666679,25.43333244,32.75,17.81666756,1006,301,4,135.8413544,787,22,130,34,11,43,35,22,1.46,16,13.57,1.25,11,6.6,14,19,42,18,83,10,6,29,4,4,23.51044486,0.361905386,5,2.108502401,2.602676392,5.877593517,0.777802676,0.000017,-0.000021,204.6565857,0.368577745,0.025582037,12.30501325,3.486000061
825,USA ,47.87,-122.95,1799,1436,363,g/m2/yr,1.799,1.436,0.363,ORNL: ODS_NPP_214,20.1778766,5,Inceptisols,8.850000381,9.133333206,42.08909607,464.9926758,21.79999924,0.100000001,21.69999886,3.933333158,14.60000038,14.83333397,3.583333492,1336,213,32,57.35306549,596,122,123,543,12,48,32,20,1,21,95,4.84,18,4.8,32,16,54,11,27,1,32,0,6,1,11.31981964,19.40726482,365.4316854,90.2573559,0.000006,0.0000749,1.749608227,-0.000071,-0.000745,105.6513062,20.10113288,-10.13768467,8.235514199,7.385000229
826,Canada ,50.7,-107.72,874,274,600,g/m2/yr,0.874,0.274,0.6,ORNL: ODS_NPP_214,68.6498856,4,Mollisols,3.629166603,12.25833321,27.18033981,1194.442505,25.79999924,-19.29999924,45.09999847,15.23333263,-9.583333015,17.68333244,-11.85000038,357,74,10,68.04763794,179,43,176,44,11,35,43,22,1.44,17,18.04,1.7,11,6.6,20,22,64,22,92,1,0,0,1,1,311.3015945,1.958465099,45.84676087,9.275907462,1.748991847,3.166125059,0.430898391,0.000259,-0.00012,137.5313416,2.01819135,-2.400165675,9.844432541,2.457000017
827,Canada ,54,-105,662,252,410,g/m2/yr,0.662,0.252,0.41,ORNL: ODS_NPP_214,61.9335347,6,Spodosols,-0.645833433,11.625,23.96907234,1336.075439,22.29999924,-26.20000076,48.5,14.91666698,-15.23333359,14.91666698,-18.04999924,474,89,15,61.61156082,227,52,227,57,15,49,40,11,0.81,29,190.47,8.78,19,4.8,48,26,69,24,36,1,24,0,0,0,153.4349488,2.62E-14,1.908600015,1.14E-13,3.92148304,5.508388042,0.766268643,0,0,130.5061951,1.42E-14,0,11.95965101,5.282999992
828,Ireland ,54.25,-9.75,338,176,162,g/m2/yr,0.338,0.176,0.162,ORNL: ODS_NPP_214,47.9289941,3,Inceptisols,9.737500191,6.008333206,40.59684753,332.0605469,17.79999924,3,14.79999924,8.350000381,10.5,13.96666622,6.016666412,1222,139,67,27.99700737,412,208,277,360,12,29,37,34,0.53,33,339.21,13.52,22,4.6,72,35,47,38,55,2,2,0,0,0,319.7339153,2.469838402,33.96677751,10.34683886,0.28261742,4.500945568,2.210847775,0.000071,-0.000046,122.7093048,2.567706833,0.379879179,8.958782483,8.937999725
829,Ireland ,53,-8,1663,1083,580,g/m2/yr,1.663,1.083,0.58,ORNL: ODS_NPP_214,34.8767288,3,Alfisols,9.533333778,7.300000191,41.7142868,388.6476135,19.39999962,1.899999976,17.5,7.483333111,10.69999981,14.60000038,5.216666698,932,98,60,18.0126667,286,186,214,258,12,40,41,19,1.45,18,15.5,1.39,12,6.1,14,12,48,12,78,2,7,0,7,1,181.0712549,3.454252706,64.9692436,12.49332451,1.786553741,0.243693158,1.628828673,0.000073,0.000139,137.2191772,3.19064624,2.199789464,8.064416317,13.61499977
830,Indonesia ,-6.58,106.78,4100,1800,2300,g/m2/yr,4.1,1.8,2.3,ORNL: ODS_NPP_214,56.097561,1,Ultisols,25.67083359,7.924999714,83.42105103,31.22196007,30.39999962,20.89999962,9.5,25.54999924,25.56666565,26.01666641,25.33333397,3703,391,208,22.20272446,1103,639,911,1102,10,45,24,31,1.31,16,16.57,1.44,12,5.4,11,7,20,6,51,3,19,0,1,0,3.785713316,0.786097919,37.22218953,3.304717953,3.585174322,0.907244265,3.469613752,0.000012,0.000004,217.5901794,0.406650654,0.043178534,9.82540423,6.606999874
831,Belgium ,51.17,5,1180,1080,100,g/m2/yr,1.18,1.08,0.1,ORNL: ODS_NPP_214,8.4745763,9,Spodosols,10.44583321,7.824999809,34.02173996,575.0907593,23.39999962,0.400000006,23,7.216666698,6.316666603,17.60000038,3.599999905,789,76,47,13.61303902,219,164,213,192,12,61,26,13,1.29,20,22.16,2.22,17,5.4,11,8,46,6,55,2,4,0,2,0,286.3656715,0.207294678,2,0.859808,4.873267174,5.718074322,1.218458539,0.000011,-0.000025,136.7977905,0.207294678,-0.22447204,11.07039751,6.119999886
832,Belgium ,50.15,5.28,1180,1080,100,g/m2/yr,1.18,1.08,0.1,ORNL: ODS_NPP_214,8.4745763,3,Inceptisols,9.225000381,7.5,32.751091,578.5267334,22,-0.899999976,22.89999962,14.86666679,5.150000095,16.48333359,2.316666603,879,83,62,9.118641853,237,196,237,210,14,42,39,19,1.39,17,19.97,1.7,12,5.8,15,11,41,9,62,1,15,0,8,1,203.8591183,6.954271618,140.1727089,30.7722153,0.3167198,0.065695785,1.538442345,0.000235,0.000198,154.6907654,6.954271618,3.405850573,7.134862997,7.611000061
833,Belgium ,51.17,5,1335,1200,135,g/m2/yr,1.335,1.2,0.135,ORNL: ODS_NPP_214,10.1123596,9,Spodosols,10.44583321,7.824999809,34.02173996,575.0907593,23.39999962,0.400000006,23,7.216666698,6.316666603,17.60000038,3.599999905,789,76,47,13.61303902,219,164,213,192,12,61,26,13,1.29,20,22.16,2.22,17,5.4,11,8,46,6,55,2,4,0,2,0,286.3656715,0.207294678,2,0.859808,4.873267174,5.718074322,1.218458539,0.000011,-0.000025,136.7977905,0.207294678,-0.22447204,11.07039751,6.119999886
834,Belgium ,50.58,4.53,1248,1013,235,g/m2/yr,1.248,1.013,0.235,ORNL: ODS_NPP_214,18.8301282,3,Alfisols,9.983333588,7.483333588,33.25925827,555.8135986,22.70000076,0.200000003,22.5,6.949999809,6,16.89999962,3.333333492,783,75,52,11.11301708,215,173,205,189,11,46,39,15,1.41,18,26.96,1.74,14,5.7,17,11,54,9,63,1,16,0,3,1,207.6460423,2.769516668,40.00497585,17.20773224,0.197366878,5.725786686,1.295359423,0.000177,-0.000487,143.5373688,2.769516668,-2.676775318,18.96137231,7.151000023
835,Belgium ,50.07,4.33,1316,1083,233,g/m2/yr,1.316,1.083,0.233,ORNL: ODS_NPP_214,17.7051672,9,Inceptisols,9.304166794,8.225000381,35.60606003,555.6955566,22.39999962,-0.699999988,23.10000038,3.650000095,5.349999905,16.26666641,2.683333397,837,80,58,9.868721008,232,189,210,215,14,42,39,19,1.39,17,19.97,1.7,12,5.8,15,11,41,9,62,1,15,0,8,1,245.5592237,1.011327107,20.0143477,4.378126399,3.648654461,5.399646282,1.53131604,-0.000062,-0.000009,142.074295,0.960954354,-0.009544645,17.11426903,7.298999786
836,Belgium ,50.17,5,1128,910,218,g/m2/yr,1.128,0.91,0.218,ORNL: ODS_NPP_214,19.3262411,3,Inceptisols,9.520833015,7.775000095,33.95196533,565.8760376,22.39999962,-0.5,22.89999962,15,5.549999714,16.61666679,2.766666651,827,78,58,9.096247673,224,182,224,198,14,42,39,19,1.39,17,19.97,1.7,12,5.8,15,11,41,9,62,1,15,0,8,1,320.370432,8.794878905,75.7257365,43.93661581,0.034089006,0.158372581,1.440873353,-0.000022,-0.000025,125.4992523,9.721669943,1.867987962,8.12528502,7.657999992
837,Belgium ,50.17,5,1011,851,160,g/m2/yr,1.011,0.851,0.16,ORNL: ODS_NPP_214,15.8259149,3,Inceptisols,9.520833015,7.775000095,33.95196533,565.8760376,22.39999962,-0.5,22.89999962,15,5.549999714,16.61666679,2.766666651,827,78,58,9.096247673,224,182,224,198,14,42,39,19,1.39,17,19.97,1.7,12,5.8,15,11,41,9,62,1,15,0,8,1,320.370432,8.794878905,75.7257365,43.93661581,0.034089006,0.158372581,1.440873353,-0.000022,-0.000025,125.4992523,9.721669943,1.867987962,8.12528502,7.657999992
838,Belgium ,49.75,5,1505,1279,226,g/m2/yr,1.505,1.279,0.226,ORNL: ODS_NPP_214,15.0166113,3,Inceptisols,8.887499809,7.675000191,33.66228104,573.1338501,21.70000076,-1.100000024,22.80000114,2.966666698,4.883333206,16.08333397,2.099999905,955,94,65,9.720385551,270,211,238,255,11,38,42,20,1.43,19,15.26,1.38,11,6.3,16,14,52,13,80,2,2,0,13,2,222.9104568,3.485704325,48.25696947,18.51000272,0.133184329,1.490019321,1.616770607,-0.000176,0.000121,149.3858948,3.636696492,0.711795924,10.20604432,7.008999825
839,Belgium ,50.07,4.37,1433,1220,213,g/m2/yr,1.433,1.22,0.213,ORNL: ODS_NPP_214,14.8639218,9,Inceptisols,9.266666412,8.233333588,35.79710388,556.1815186,22.29999924,-0.699999988,23,3.599999905,5.300000191,16.23333359,2.650000095,838,80,59,9.684809685,231,189,211,215,14,42,39,19,1.39,17,19.97,1.7,12,5.8,15,11,41,9,62,1,15,0,8,1,156.5881173,2.138815366,41.62903098,6.607818154,2.63521862,5.823744297,1.547095869,0.000257,0,141.1609039,1.219989163,2.146164621,7.593886785,7.15199995
840,USA ,44.25,-122.33,212,193,19,g/m2/yr,0.212,0.193,0.019,ORNL: ODS_NPP_214,8.9622642,5,Inceptisols,6.970833302,11.8083334,44.89860535,525.8994751,23.60000038,-2.700000048,26.30000114,1.950000048,13.51666641,14.03333282,1.533333302,2082,349,28,65.9682312,991,143,152,918,15,51,32,17,1.03,18,63.44,3.57,18,4.8,28,12,58,7,23,1,39,0,11,1,36.47590743,17.04627894,328.2736215,74.1556673,0.000256374,0.00000231,2.353221581,-0.000195,0.001429,132.3646851,8.357980391,22.38724597,5.762652494,7.184999943
841,New Guinea ,-6,145.18,2350,2000,350,g/m2/yr,2.35,2,0.35,ORNL: ODS_NPP_214,14.893617,1,Inceptisols,13.64583302,10.8083334,90.06944275,37.92686844,19.5,7.5,12,13.91666698,13.13333321,14.0666666,13.13333321,2141,276,81,40.04019547,776,251,613,251,17,47,26,27,1.19,20,30.27,2.59,12,5.2,19,9,33,7,34,1,14,0,13,1,169.2789052,5.860126753,112.7289605,50.07096206,0.013163707,0.593881309,2.666287539,-0.000107,-0.00012,223.8918152,7.27912525,-5.857027517,11.33381789,16.15299988
842,Denmark / Greenland,61.1,-45.97,207,198,9,g/m2/yr,0.207,0.198,0.009,ORNL: ODS_NPP_214,4.3478261,7,Inceptisols,-0.93750006,7.491666794,30.33063507,641.284668,12.39999962,-12.30000019,24.70000076,5.983333111,-5.783333302,7.199999809,-8.383333206,841,92,52,19.83590317,262,161,250,182,42,69,21,10,1.38,22,6.05,0.74,16,7.7,33,23,54,25,77,2,0,79,29,1,49.23276299,26.95324428,387.8085961,107.0206319,1.95E-08,0.000000343,1.618259314,-0.000191,-0.000441,68.00004578,26.95324428,-6.899296141,8.140074068,0.354000002
843,Germany ,51.82,9.58,1373,1123,250,g/m2/yr,1.373,1.123,0.25,ORNL: ODS_NPP_214,18.208303,3,Inceptisols,7.462500095,6.574999809,28.96475792,604.446106,20.10000038,-2.599999905,22.70000076,1.416666627,10.30000019,15,0.25,1029,108,63,14.13626766,306,220,252,289,13,45,43,12,1.2,21,43.44,3.23,16,5.1,19,10,56,8,39,1,31,0,13,1,341.2521401,2.784663964,44.5709135,11.08235331,0.038055416,1.945392847,1.427539112,-0.000125,-0.000136,131.09198,2.595345114,-2.474315583,11.22119949,6.785999775
844,UK ,54.75,-2.5,741,530,211,g/m2/yr,0.741,0.53,0.211,ORNL: ODS_NPP_214,28.4750337,9,Inceptisols,6.395833492,6.775000095,36.62162018,438.9421997,17.20000076,-1.299999952,18.5,2.200000048,7.866666794,12.0666666,1.416666627,1551,176,89,25.32028961,515,272,304,471,14,43,32,25,0.96,23,108.39,5.5,17,4.8,29,13,36,10,31,2,18,0,0,1,2.1100037,3.580561977,64.4883044,16.45038976,0.012752563,1.857078671,2.290379442,-0.00027,-0.000175,119.1363983,3.360231761,-1.48429438,13.88635196,6.295000076
845,USA ,47.38,-121.95,1799,1436,363,g/m2/yr,1.799,1.436,0.363,ORNL: ODS_NPP_214,20.1778766,5,Andisols,9.824999809,9.983333588,41.42461777,519.586853,24.20000076,0.100000001,24.10000038,4.199999809,16.38333321,16.38333321,3.799999952,1521,223,44,48.3150177,628,161,161,560,14,50,42,8,0.98,22,57.76,3.18,19,5.7,22,11,95,10,46,2,12,0,3,1,278.6136386,0.520308863,66.95174273,2.351362729,0.009997298,3.63135457,2.68836791,-0.000114,0.000073,149.7785339,0.142562227,-0.270600176,14.77431542,7.28000021
846,Austria ,47.17,11,140,75,65,g/m2/yr,0.14,0.075,0.065,ORNL: ODS_NPP_214,46.4285714,5,Spodosols,-1.674999952,6.333333492,28.52852821,585.8036499,10.10000038,-12.10000038,22.20000076,5.466666698,-8.333333015,5.5,-8.333333015,1291,143,83,17.81234169,407,277,365,277,14,47,43,10,1.11,21,60.42,3.51,16,4.9,22,9,58,7,31,1,30,0,7,1,149.2844959,31.17243263,453.1191173,184.9384784,2.18E-09,2.43E-09,2.114287658,0.00045,-0.000478,201.3728333,32.66362421,1.649944213,6.397090604,1.863999963
847,USA ,47.32,-121.58,1827,645,1182,g/m2/yr,1.827,0.645,1.182,ORNL: ODS_NPP_214,64.6962233,5,Andisols,4.704166412,7.608333111,30.92818451,606.6766968,19.29999924,-5.300000191,24.59999847,-1.616666675,12.14999962,12.51666641,-2.183333397,2436,387,48,58.80421448,1107,209,227,1020,14,50,42,8,0.98,22,57.76,3.18,19,5.7,22,11,95,10,46,2,12,0,3,1,256.0922412,24.30034226,277.1725062,110.107114,1.71E-08,9.48E-08,3.231675825,-0.000256,-0.000324,157.3136139,23.18680142,-4.12211555,6.951887421,5.730999947
848,USA ,47.32,-121.58,1678,455,1223,g/m2/yr,1.678,0.455,1.223,ORNL: ODS_NPP_214,72.8843862,5,Andisols,4.704166412,7.608333111,30.92818451,606.6766968,19.29999924,-5.300000191,24.59999847,-1.616666675,12.14999962,12.51666641,-2.183333397,2436,387,48,58.80421448,1107,209,227,1020,14,50,42,8,0.98,22,57.76,3.18,19,5.7,22,11,95,10,46,2,12,0,3,1,256.0922412,24.30034226,277.1725062,110.107114,1.71E-08,9.48E-08,3.231675825,-0.000256,-0.000324,157.3136139,23.18680142,-4.12211555,6.951887421,5.730999947
849,USA ,44,-122,1030,759,271,g/m2/yr,1.03,0.759,0.271,ORNL: ODS_NPP_214,26.3106796,5,Inceptisols,5.829166889,13.39166641,45.86186981,564.3236694,23.70000076,-5.5,29.20000076,0.233333305,12.91666698,13.21666718,-0.299999982,1388,238,23,66.16861725,669,106,108,622,15,51,32,17,1.03,18,63.44,3.57,18,4.8,28,12,58,7,23,1,39,0,11,1,57.22756366,1.885297357,37.13702083,10.82410745,0.720798254,1.430810094,1.596894507,0.00001,-0.000036,166.7778931,2.104474279,-0.561433217,10.40420783,7.386000156
850,USA ,36,-85,1081,331,750,g/m2/yr,1.081,0.331,0.75,ORNL: ODS_NPP_214,69.3802035,9,Ultisols,12.85416698,12.20833302,36.66166306,804.7288208,29.29999924,-4,33.29999924,12.66666698,18.54999924,22.54999924,2.650000095,1499,156,94,14.76266003,420,302,355,399,13,51,30,19,1.17,15,19.58,1.44,14,5.5,10,8,20,5,50,1,12,0,4,0,6.273375979,0.670291783,20.07816716,5.51211719,1.177400708,5.428782463,1.667273953,0.00006,0.000056,184.3367767,0.963206975,1.344330729,8.044775167,8.163999557
851,Finland ,66.37,29,441,421,20,g/m2/yr,0.441,0.421,0.02,ORNL: ODS_NPP_214,4.5351474,6,Histosols,-0.683333337,9.383333206,24.18384933,1022.673279,19.70000076,-19.10000038,38.80000305,12.45000076,-7.633333683,12.45000076,-13.03333378,563,74,29,31.63097,202,91,202,101,16,42,40,18,0.56,38,323.67,18.55,18,5.3,86,65,53,66,61,1,9,0,0,1,245.3523672,1.390020153,10.14369366,3.472038304,4.059907913,5.768373966,1.217840069,-0.000028,-0.000185,83.97219849,0.857569744,-0.732987952,15.90123105,4.156000137
852,India ,23.83,78.67,2173,1236,937,g/m2/yr,2.173,1.236,0.937,ORNL: ODS_NPP_214,43.1201104,9,Vertisols,25.47500038,13.11666679,41.11807632,526.8495483,42,10.10000038,31.89999962,26.53333282,25.54999924,32.33333206,18.73333359,1214,441,4,147.1103973,982,25,138,39,8,27,27,46,1.48,15,16.84,1.43,13,6.8,36,34,63,34,85,2,0,16,9,0,359.5577436,0.421355977,13.78199356,2.98978838,0.025268188,5.787431717,0.925767406,-0.000003,-0.000018,209.7852173,0.382495464,-0.99632094,12.82469334,1.769000053
854,USA ,35.17,-97,1490,1260,230,g/m2/yr,1.49,1.26,0.23,ORNL: ODS_NPP_214,15.4362416,4,Inceptisols,15.84166622,12.96666622,34.85662842,877.6617432,33.90000153,-3.299999952,37.20000076,20.29999924,4.666666508,26.41666794,4.666666508,967,139,36,37.9402504,338,134,236,134,12,39,38,23,1.42,18,16.16,1.43,11,6.5,17,16,52,15,81,2,0,0,11,2,263.5653351,2.080428892,29.68694453,5.64359912,3.000730276,5.453910828,0.854538743,0.000017,-0.000163,186.9172211,0.271883952,-1.982714895,12.34839868,2.752000093
855,USA ,71.3,-156.65,182,82,100,g/m2/yr,0.182,0.082,0.1,ORNL: ODS_NPP_214,54.9450549,7,Gelisols,-11.92916679,6.058333397,15.3764801,1288.260742,8.800000191,-30.60000038,39.40000153,3.483333349,-26.29999924,4.133333206,-26.29999924,107,26,3,84.41928101,66,9,54,9,22,50,34,16,1,21,58.12,4.74,15,6.9,35,27,49,31,85,1,0,24,11,1,270,1.99E-16,1.78E-15,8.88E-16,2.899937391,5.778283596,0.483130602,0,0,64.63890839,1.99E-16,0,11.55058221,1.037999988
857,USSR ,56.5,32.67,645,530,115,g/m2/yr,0.645,0.53,0.115,ORNL: ODS_NPP_214,17.8294574,3,Alfisols,4.629166603,7.858333111,23.8855114,925.5501099,22.10000038,-10.80000019,32.90000153,16.03333282,-1.583333373,16.03333282,-6.666666508,695,92,34,32.93962097,252,106,252,128,16,27,38,35,0.11,43,496.8,12.82,27,4.6,105,33,57,72,61,2,3,0,0,0,139.7275228,1.650148919,14.87281731,7.848560954,3.980662346,5.753695488,1.118650032,0.000052,0.000012,122.3804474,1.997557816,0.266251408,14.47475888,5.818999767
858,USSR ,62,34,338,287,51,g/m2/yr,0.338,0.287,0.051,ORNL: ODS_NPP_214,15.0887574,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
859,USSR ,62,34,527,445,82,g/m2/yr,0.527,0.445,0.082,ORNL: ODS_NPP_214,15.5597723,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
860,USSR ,62,34,674,570,104,g/m2/yr,0.674,0.57,0.104,ORNL: ODS_NPP_214,15.4302671,6,Spodosols,2.487499952,7.391666889,21.30163193,961.8356934,20.70000076,-14,34.70000076,12.9333334,-4.083333492,14.55000019,-9.399999619,605,81,26,33.35272217,218,97,214,106,36,71,22,7,0.97,25,91.43,3.78,20,4.9,28,12,72,7,31,2,29,0,0,0,74.22608726,4.079653758,42.64941905,10.52929917,0.03776985,4.756720066,1.065456686,0.000141,-0.000383,94.77875519,1.953458898,-2.565327535,8.969877488,4.603000164
