Code,  ID,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated,fr0-0.2,fr0.2-0.4,fr0.4-0.6,fr0.6-0.8,fr0.8-1,fr1-1.5,fr1.5-2
259,AC02d,Ladygina & Litvinova 1974,"Pamirs, Tajikistan",38.15,73.95,~4000,Total,mass,6.82,1,no,-999,-999,-999,N,Y,alpine herbaceous,10,401,250,winter maximum,0.08,0.4,0.09,0.44,0.81480492,0.126094396,0.030349044,0.011688903,0.005718827,0.005965445,0.002217526
260,AC02e,Ladygina & Litvinova 1974,"Pamirs, Tajikistan",38.15,73.95,~4000,Total,mass,7.08,1,no,-999,-999,-999,N,Y,alpine herbaceous,10,401,190,winter maximum,0.13,0.68,0.14,0.99,0.631090352,0.198153962,0.070159827,0.032965021,0.018344187,0.021899168,0.009453182
261,SC15a,Lamont 1973,SW Australia,-33.95,118.48,-999,Total,mass,0.52,0.51,no,medium,3,-999,N,N,Closed shrubland,8,1194,340,winter maximum,0.05,0.25,0.05,0.3,0.907048878,0.0611884,0.015193363,0.006177076,0.003167169,0.0035012,0.001399598
262,SC15b,Lamont 1973,SW Australia,-31.95,115.82,-999,Total,mass,11.09,0.67,no,coarse,4,-999,N,N,Closed shrubland,8,1272,820,winter maximum,0.02,0.19,0.02,0.21,0.947016443,0.030035468,0.009009194,0.004175226,0.002362579,0.002933504,0.001347189
263,TS02a,Lavrinenko 1972,"Dymer, Ukraine",50.73,30.32,-999,2,mass,-999,1.5,no,coarse,0,evergreen,N,N,Woodland,6,685,590,summer maximum,0.03,1.04,0.05,1.99,0.751762299,0.088750718,0.038819999,0.022350053,0.01471777,0.021708626,0.012080104
264,TS02b,Lavrinenko 1972,"Trostyanets, Ukraine",50.47,35.8,-999,2,volume,-999,1.1,no,medium,0,winter-deciduous,N,N,Woodland,6,684,552,summer maximum,0,0.65,0.01,1.24,0.861752107,0.043184652,0.019274983,0.011427516,0.007736721,0.011866544,0.006940081
265,TS02c,Lavrinenko 1972,"Bila Tserkva, Ukraine",49.8,30.12,-999,2,mass,-999,1.1,no,medium,0,winter-deciduous,N,N,Woodland,6,769,627,summer maximum,0.09,0.7,0.09,1.06,0.721787166,0.134020444,0.050127666,0.025468181,0.01518629,0.019806971,0.009533088
266,TS02d,Lavrinenko 1972,"Boguslav, Ukraine",49.53,30.87,-999,2,volume,-999,2,no,-999,0,winter-deciduous,N,N,Woodland,6,776,615,summer maximum,0.21,1.59,0.26,2.3,0.4123239,0.229167758,0.114253585,0.064506683,0.040247935,0.053783703,0.025948581
267,TS02e,Lavrinenko 1972,"Kirovohrad, Ukraine",48.5,32.27,-999,2,mass,-999,1.1,no,medium,0,winter-deciduous,N,N,Woodland,6,759,520,summer maximum,0.1,0.88,0.16,1.68,0.569405008,0.189629644,0.080547767,0.042818425,0.026043667,0.034367264,0.016596748
268,RG03,Lawson et al. 1968,"Mole Game Reserve, Ghana",9.38,-1.98,165,Total,mass,2.81,0.7,no,medium,0,drought-deciduous,N,N,Savanna,7,1653,1070,"tropical, seas",0.16,0.49,0.17,0.62,0.591416948,0.283717854,0.071199129,0.025041852,0.011198742,0.010426127,0.003350034
269,RD03a,Lawson et al. 1970,"Kade, Ghana",6.15,-0.92,167,Total,mass,0.86,0.5,no,fine,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.01,0.35,0.02,0.68,0.872428764,0.051808915,0.020557731,0.011270247,0.007194087,0.010272512,0.005533492
270,RD03b,Lawson et al. 1970,"Kade, Ghana",6.15,-0.92,167,Total,mass,2.14,0.5,no,fine,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.05,0.2,0.05,0.22,0.940196141,0.044014869,0.008673347,0.003085987,0.001439633,0.00143131,0.000504225
271,RD03c,Lawson et al. 1970,"Kade, Ghana",6.15,-0.92,167,Total,mass,0.82,0.5,no,fine,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.12,0.44,0.2,0.86,0.5,0.302060141,0.099768657,0.040762706,0.020041667,0.020532881,0.007345151
272,RG04a,Le Roux et al. 1995,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,2,mass,0.9,1.8,yes,coarse,0,-999,N,N,Savanna,7,1265,1210,"tropical, seas",0.17,0.9,0.17,1.04,0.565670174,0.235090613,0.085209116,0.039417644,0.021495004,0.024917614,0.010345946
273,RG04b,Le Roux et al. 1995,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,2,mass,0.62,1.8,no,coarse,0,-999,N,N,Savanna,7,1265,1210,"tropical, seas",0.21,1.14,0.22,1.48,0.463260301,0.252488203,0.109134182,0.055300187,0.031860956,0.038931526,0.017026095
274,SG05,Lee & Lauenroth 1994,"Colorado, USA",40.82,-104.78,1650,Total,length,-999,1,no,medium,0,-999,N,N,Grassland,10,1248,321,summer maximum,0.22,0.83,0.27,1.45,0.371521785,0.294109941,0.136353359,0.068209572,0.038147785,0.044403787,0.018161233
275,SG06a,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.79,0.9,no,medium,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.08,0.72,0.13,1.39,0.630718789,0.170928791,0.068296549,0.035389596,0.021241213,0.027733388,0.013288267
276,SG06b,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,3.4,0.9,no,medium,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.24,0.8,0.36,1.52,0.231195814,0.322442282,0.18603019,0.096820778,0.053290396,0.058918229,0.022144548
277,SG06c,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.88,0.9,no,medium,0,-999,N,N,Wooded grassland,7,1248,311,summer maximum,0.14,0.62,0.15,0.88,0.617454525,0.219028185,0.072977223,0.032444603,0.017285768,0.019601705,0.007961649
278,SG06d,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.64,0.9,no,medium,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.12,0.71,0.16,1.26,0.57892846,0.20813972,0.081213593,0.040289163,0.023229832,0.028776588,0.012920046
279,SG06e,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.32,0.9,no,medium,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.1,0.69,0.13,1.24,0.637008862,0.17564355,0.067796648,0.034239144,0.020155704,0.025724029,0.012007977
280,HW06a,Linkola & Tiirikka 1936,"Karelia, Russia",61.6,30.68,-999,Total,mass,1.36,1.2,yes,coarse,20,-999,N,Y,Grassland,10,530,570,summer maximum,0.03,0.29,0.03,0.32,0.913710038,0.047943638,0.014831944,0.006956415,0.003962668,0.004950901,0.00228725
281,HW06b,Linkola & Tiirikka 1936,"Karelia, Russia",61.6,30.68,-999,Total,mass,1.43,1.2,yes,coarse,17,-999,N,Y,Grassland,10,530,570,summer maximum,0.04,0.35,0.04,0.39,0.889037743,0.062494084,0.01919628,0.008907285,0.005025613,0.006201161,0.002820467
282,HW06c,Linkola & Tiirikka 1936,"Karelia, Russia",61.6,30.68,-999,Total,mass,1.76,1.2,yes,coarse,15,-999,N,Y,Grassland,10,530,570,summer maximum,0.05,0.23,0.05,0.23,0.935521284,0.046705909,0.009565365,0.003479552,0.001648927,0.001668461,0.000600337
283,TG15a,Linkola & Tiirikka 1936,"Karelia, Russia",61.6,30.68,-999,Total,mass,1.01,1.2,no,coarse,1,-999,Y,N,Pasture,10,530,570,summer maximum,0.04,0.64,0.04,0.99,0.814092757,0.078054172,0.030930753,0.016773261,0.010584909,0.014864484,0.007834376
284,TG15b,Linkola & Tiirikka 1936,"Karelia, Russia",61.6,30.68,-999,Total,mass,0.45,1.2,yes,coarse,2.5,-999,Y,N,Pasture,10,530,570,summer maximum,0.04,0.2,0.04,0.2,0.949999606,0.035407612,0.007589283,0.002854064,0.001386958,0.001444911,0.000538752
285,TG15c,Linkola & Tiirikka 1936,"Karelia, Russia",61.6,30.68,-999,Total,mass,1.33,1.2,yes,medium,2.5,-999,Y,N,Pasture,10,530,570,summer maximum,0.03,0.17,0.03,0.17,0.96159115,0.02624318,0.006015835,0.002367003,0.001189646,0.001288563,0.000503638
286,SC06,Low & Lamont 1990,"Enaebba, SW Australia",-29.87,115.25,-999,Total,mass,3.07,1.8,no,coarse,0,-999,N,N,Closed shrubland,8,1604,530,winter maximum,0.13,0.95,0.13,1.19,0.639422702,0.177347003,0.067531231,0.033765975,0.019728664,0.024960002,0.011535195
287,TD11,Lucot & Bruckert 1992,Franche-Comt? France,47.13,6,355,Total,section,-999,4,no,fine,0,winter-deciduous,N,N,DBL forest / tempera,4,801,1100,"non-tropical,",0.34,0.86,0.34,0.86,0.156613724,0.469518662,0.232280458,0.079490967,0.030511241,0.022656018,0.005325584
288,TC25,Lutz et al. 1937,"New Hampshire, USA",42.93,-72.27,-999,Total,number,-999,1.71,no,medium,3.4,evergreen,N,N,ENL forest / tempera,1,775,1016,"non-tropical,",0.19,0.89,0.19,1.03,0.522322967,0.262971502,0.095827542,0.04331591,0.02305842,0.025887173,0.010320084
289,D14,Manning & Barbour 1988,"California, USA",37.2,-118.37,~1300,Total,mass,-999,1.03,no,medium,0,-999,N,N,open shrubland,9,1406,144,winter maximum,0.18,0.83,0.22,1.46,0.462997141,0.254100112,0.109389003,0.055200289,0.031696788,0.038576327,0.016792368
290,SC07,Martinez et al. 1998,SW Spain,37.12,-6.2,-999,Total,mass,1.33,1,no,coarse,0,-999,N,N,Closed shrubland,8,1490,620,winter maximum,0.12,0.82,0.18,1.57,0.535747397,0.211794214,0.08955188,0.046597106,0.027738387,0.035541776,0.016538324
291,TC04,McClaugherty et al. 1982,"Massachusetts, USA",42.5,-72.2,-999,3,mass,0.51,0.98,no,medium,8,evergreen,Y,N,ENL plantation / tem,1,779,1050,"non-tropical,",0.22,0.79,0.25,1.31,0.402110105,0.295411162,0.128302591,0.061902532,0.033882139,0.038664899,0.01551956
292,TD05,McClaugherty et al. 1982,"Massachusetts, USA",42.5,-72.2,-999,3,mass,0.61,0.96,no,medium,6.3,winter-deciduous,N,N,DBL forest / tempera,4,779,1050,"non-tropical,",0.1,0.69,0.11,1.14,0.679789893,0.155780081,0.058801947,0.029661277,0.01752131,0.022529859,0.010638677
293,TG07,McKell et al. 1962,"California, USA",38.97,-123.12,670,Total,mass,0.13,0.61,no,fine,0,-999,N,N,Grassland,10,1028,889,winter maximum,0.09,0.47,0.1,0.82,0.725111323,0.149231809,0.050309394,0.023680011,0.013326239,0.016234607,0.007217051
294,RG24a,McNaughton et al. 1998,"Serengeti, Tanzania",-1.57,34.83,-999,Total,mass,0.41,0.5,no,medium,0,-999,N,N,Grassland,10,1406,1100,"tropical, seas",0.07,0.33,0.07,0.47,0.835248279,0.1014868,0.028441493,0.012221297,0.006489148,0.007440045,0.003096793
295,RG24b,McNaughton et al. 1998,"Serengeti, Tanzania",-2.33,34.95,-999,Total,mass,0.48,0.5,no,medium,0,-999,N,N,Grassland,10,1424,800,"tropical, seas",0.11,0.36,0.12,0.48,0.747433745,0.180621144,0.040219099,0.014251841,0.006523574,0.006292787,0.002124181
296,RG24c,McNaughton et al. 1998,"Serengeti, Tanzania",-2.73,35.17,-999,Total,mass,0.63,0.5,no,fine,0,-999,N,N,Grassland,10,1410,425,"tropical, seas",0.19,0.46,0.3,0.89,0.250139677,0.43531396,0.18179144,0.067120425,0.02866409,0.024326233,0.006801945
297,RG13,Mekonnen et al. 1997,W Kenya,0.1,34.57,1420,Total,length,-999,2.25,no,fine,0,-999,Y,N,Pasture,10,1413,1800,"non-tropical,",0.16,1.61,0.17,2.04,0.547994999,0.185787905,0.082946973,0.045653625,0.028484474,0.038700795,0.019304413
298,RD08a,Mensah & Jenik 1968,"Esukawkaw, Ghana",6.33,-0.75,-999,Total,mass,1.71,0.5,no,coarse,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1231,"tropical, seas",0.09,0.31,0.1,0.37,0.826345087,0.131360475,0.024871525,0.008227634,0.003609981,0.00333519,0.001071167
299,RD08b,Mensah & Jenik 1968,"Kade, Ghana",6.15,-0.92,167,Total,mass,0.9,0.5,no,coarse,0,drought-deciduous,N,N,DBL forest / tropica,4,1388,1650,"tropical, seas",0.1,0.43,0.16,0.84,0.597780237,0.237979463,0.076933717,0.033026879,0.017097039,0.018731145,0.007298254
300,HW04a,Metsävainio 1931,Central Finland,64.02,64.1,-999,Total,mass,6.7,0.6,yes,organic,60,-999,N,Y,Grassland,10,531,487,summer maximum,0.1,0.41,0.1,0.57,0.763620173,0.148936646,0.041407348,0.017228411,0.008877355,0.009792715,0.003881889
301,HW04b,Metsävainio 1931,Central Finland,64.02,64.1,-999,Total,mass,0.98,0.6,yes,organic,60,-999,N,Y,Grassland,10,531,487,summer maximum,0.09,0.33,0.09,0.37,0.840657225,0.11651549,0.023960557,0.008415097,0.00385942,0.003748372,0.001279826
302,HW04c,Metsävainio 1931,Central Finland,64.02,64.1,-999,Total,mass,1.83,0.6,yes,organic,60,-999,N,Y,Grassland,10,531,487,summer maximum,0.19,0.51,0.21,0.79,0.47291948,0.334289906,0.104368786,0.039732693,0.018460924,0.017727191,0.005865705
303,HW04d,Metsävainio 1931,Central Finland,64.02,64.1,-999,Total,mass,1.56,0.6,yes,organic,60,-999,N,Y,Grassland,10,531,487,summer maximum,0.06,0.22,0.06,0.24,0.928054889,0.054470939,0.010013295,0.003397293,0.001529954,0.001461201,0.000490035
304,HW04e,Metsävainio 1931,Central Finland,64.02,64.1,-999,Total,mass,4.01,0.6,yes,organic,60,-999,N,Y,Grassland,10,531,487,summer maximum,0.07,0.14,0.07,0.14,0.988564776,0.010826774,0.000499702,7.67E-05,1.96E-05,1.02E-05,1.56E-06
305,TS20a,Midwood et al. 1998,"Texas, USA",27.65,-98.22,75-90,Total,mass,20.65,1.5,no,medium,0,winter-deciduous,N,N,Wooded grassland,7,1123,716,summer maximum,0.17,1.08,0.2,1.76,0.5,0.218789068,0.096902926,0.051565627,0.031094132,0.040307548,0.018949815
306,TS20b,Midwood et al. 1998,"Texas, USA",27.65,-98.22,75-90,Total,mass,5.09,1.5,no,medium,0,winter-deciduous,N,N,Wooded grassland,7,1123,716,summer maximum,0.33,1.27,0.43,2.32,0.20797416,0.260483909,0.173060955,0.105827334,0.066365867,0.084965012,0.037467961
307,SC09a,Miller & Ng 1977,"California, USA",32.9,-116.65,1000,Total,mass,-999,0.8,no,medium,0,-999,N,N,Closed shrubland,8,1276,550,winter maximum,0.11,0.42,0.11,0.48,0.767596493,0.161970537,0.037835736,0.013988237,0.006615001,0.006624368,0.002340814
308,SC09b,Miller & Ng 1977,"Fundo Santa Laura, Chile",-33.07,-71,1000,Total,mass,-999,1,no,-999,0,-999,N,N,Closed shrubland,8,1103,550,winter maximum,0.26,0.85,0.31,1.45,0.302285589,0.316990848,0.159807224,0.080204962,0.04408442,0.049612025,0.0193139
309,TU12a,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,6,-999,N,N,Tundra,7,419,235,summer maximum,0.11,0.22,0.11,0.22,0.926869082,0.068995372,0.003394253,0.000522775,0.000133819,6.96E-05,1.07E-05
310,TU12b,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,8,-999,N,N,Tundra,7,419,235,summer maximum,0.11,0.21,0.11,0.21,0.938327657,0.058881242,0.002349569,0.000322355,7.60E-05,3.63E-05,4.97E-06
311,TU12c,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,8,-999,N,N,Tundra,7,419,235,summer maximum,0.06,0.17,0.06,0.17,0.967826486,0.027511322,0.003175836,0.0008268,0.000308482,0.000239477,6.21E-05
312,TU12d,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.35,no,medium,40,-999,N,N,Tundra,8,419,235,summer maximum,0.11,0.28,0.11,0.28,0.868076152,0.115108,0.0120726,0.002822073,0.000969298,0.000686457,0.000158204
313,TU12e,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.35,no,medium,40,-999,N,N,Tundra,7,419,235,summer maximum,0.22,0.34,0.22,0.34,0.344192827,0.638576546,0.016102644,0.000966676,0.000125644,3.34E-05,1.97E-06
314,TU12f,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,40,-999,N,N,Tundra,7,419,235,summer maximum,0.15,0.24,0.15,0.24,0.858421541,0.139438015,0.001971322,0.000141226,2.10E-05,6.35E-06,4.54E-07
315,TU12g,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.57,no,medium,57,-999,N,N,Tundra,7,419,235,summer maximum,0.1,0.43,0.1,0.43,0.802060141,0.140531363,0.031246372,0.011354008,0.005319319,0.005281006,0.0018492
316,TU12h,Miller et al. 1982,central Alaska,65.43,-145.5,750-105,0.25,mass,-999,0.45,no,medium,45,-999,N,N,Tundra,7,419,235,summer maximum,0.15,0.36,0.15,0.36,0.724630925,0.239756205,0.026258109,0.005779093,0.001884277,0.001258329,0.000268449
317,TS27,Millikin & Bledsoe 1999,"California, USA",39.25,-121.28,-999,Fine,mass,2.02,1.5,no,-999,0,winter-deciduous,N,N,Wooded grassland,6,1368,730,winter maximum,0.3,1.14,0.3,1.14,0.290227507,0.363281912,0.168318424,0.075075579,0.037442035,0.037724336,0.01292472
318,D20,Miroshnichenko 1975,"E Karakum, Turkmenistan",38.58,63.18,185,Total,mass,0.61,6,no,coarse,0,-999,N,N,open shrubland,9,1269,114,winter maximum,0.78,3.02,0.78,3.02,0.04925579,0.140349786,0.171478874,0.152679068,0.118146746,0.173793992,0.080047564
319,D17,Montana et al. 1995,"Durango, Mexico",26.67,-103.67,1100,Total,number,-999,0.7,no,fine,0,-999,N,N,open shrubland,9,1507,264,summer maximum,0.18,0.6,0.22,1.05,0.45523075,0.299921745,0.113620448,0.050471561,0.026203952,0.0283754,0.010783533
320,D06,Moorhead et al. 1989,"New Mexico, USA",32.5,-106.8,-999,Fine,mass,0.47,0.7,no,coarse,0,-999,N,N,open shrubland,9,1631,215,summer maximum,0.25,0.64,0.38,1.22,0.165172977,0.367151781,0.227732762,0.107460601,0.052491048,0.049695175,0.015407402
321,RG11a,Mordelet et al. 1997,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,Total,mass,2.92,1.2,no,coarse,0,drought-deciduous,N,N,Savanna,7,1265,1210,"tropical, seas",0.22,0.79,0.22,0.99,0.453489278,0.30971811,0.113768242,0.049056114,0.024894193,0.026272422,0.009689695
322,RG11b,Mordelet et al. 1997,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,Total,mass,1.12,1.2,no,coarse,0,drought-deciduous,N,N,Savanna,7,1265,1210,"tropical, seas",0.22,0.87,0.23,1.26,0.439803865,0.282923204,0.117507841,0.056180628,0.030775893,0.035347563,0.014355637
323,RG39,Moreira et al. 2000,"Para, Brazil",-2.98,-47.52,-999,Total,mass,1.01,4,yes,fine,0,evergreen,Y,N,Pasture,10,1313,1800,"tropical, seas",0.68,2.89,0.68,2.89,0.076538079,0.177003827,0.183124434,0.145268327,0.104781178,0.146684102,0.066430385
324,TU06,Muc 1977,"Northwest Territories, Canada",75.55,-84.67,50,Total,mass,1.13,0.25,no,organic,5,-999,N,N,Tundra,7,230,185,summer maximum,0.12,0.23,0.12,0.23,0.909857461,0.085860108,0.003596466,0.000499297,0.000118666,5.71E-05,7.90E-06
325,RD04,Murphy et al. 1995,SW Puerto Rico,17.97,-66.88,175,Total,mass,4.37,1,no,fine,0,drought-deciduous,N,N,DBL forest / tropica,4,1533,860,"non-tropical,",0.08,0.54,0.08,0.72,0.773449418,0.122849043,0.04073452,0.019262732,0.010925592,0.013475628,0.006093458
326,RE06,Nepstad et al. 1994,"Para, Brazil",-2.98,-47.52,-999,1,mass,0.47,6.72,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1313,1750,"tropical, seas",0.5,4.68,0.5,4.68,0.230346025,0.196731832,0.132645303,0.090220461,0.063583156,0.095916531,0.051739607
327,RG16,Nepstad et al. 1994,"Para, Brazil",-2.98,-47.52,-999,1,mass,0.58,6.72,no,fine,0,-999,Y,N,Pasture,10,1313,1750,"tropical, seas",0.29,4.64,0.29,4.64,0.402612204,0.181946289,0.099418747,0.062066597,0.042237453,0.063064034,0.034673422
328,TC18,Nnyamah & Black 1977,"Vancouver Island, Canada",49.83,-125.28,150,2,mass,0.98,0.78,no,medium,-999,evergreen,N,N,ENL forest / tempera,1,733,1100,winter maximum,0.27,0.71,0.4,1.35,0.157380926,0.342619074,0.227401166,0.115217907,0.05923449,0.058960705,0.019264314
329,D07,Nobel 1989,"California, USA",33.63,-116.4,850,Total,length,-999,0.3,no,medium,0,-999,N,N,open shrubland,9,1585,150,winter maximum,0.09,0.2,0.09,0.21,0.941303239,0.053120389,0.004207843,0.000864497,0.000271861,0.000175421,3.59E-05
330,D23,Nobel et al. 1991,"California, USA",33.63,-116.4,850,Total,length,-999,0.3,no,medium,0,-999,N,N,open shrubland,9,1585,150,winter maximum,0.09,0.23,0.09,0.3,0.875754567,0.098862923,0.015813291,0.004811143,0.001995599,0.001735866,0.000518356
331,RC21a,Odum 1970,"Serranía del Darien, Panama",9.08,-78.03,275,Total,number,-999,0.46,no,fine,0,evergreen,N,N,EBL forest / tropica,2,576,2500,"tropical, seas",0.02,0.32,0.03,0.58,0.868295906,0.060942569,0.022337944,0.011600956,0.007108198,0.009659877,0.004912665
332,RC21b,Odum 1970,"Cerro Jefe, Panama",9.2,-79.38,840,Total,number,-999,0.58,no,fine,10,evergreen,N,N,EBL forest / tropica,2,672,4000,"tropical, seas",0.05,0.28,0.05,0.33,0.89688303,0.065595275,0.017234055,0.007241397,0.003800453,0.004313234,0.001778255
333,RC21c,Odum 1970,"Cerro Jefe, Panama",9.2,-79.38,1050,Total,number,-999,0.33,no,fine,5,evergreen,N,N,EBL forest / tropica,2,672,4000,"tropical, seas",0.02,0.25,0.03,0.46,0.885553908,0.056780124,0.019650336,0.009855281,0.005889279,0.007774666,0.003825722
334,RC21d,Odum 1970,"El Yunque, Puerto Rico",18.3,-66.78,960,Total,number,-999,0.43,no,fine,0,evergreen,N,N,EBL forest / tropica,2,783,4000,"non-tropical,",0.05,0.32,0.06,0.53,0.835792414,0.09272154,0.028874993,0.013324914,0.007458538,0.009091836,0.004067193
335,RC21e,Odum 1970,"Maricao, Puerto Rico",18.15,-66.97,890,Total,number,-999,0.52,no,-999,0,evergreen,N,N,EBL forest / tropica,2,717,2520,"tropical, seas",0.08,0.4,0.09,0.68,0.761808793,0.135883239,0.042906305,0.019516831,0.010741498,0.012781506,0.005538511
336,RC21f,Odum 1970,"Cuevas Mountains, Trinidad",10.73,-61.37,500,Total,number,-999,0.39,no,fine,0,evergreen,N,N,EBL forest / tropica,2,788,2400,"tropical, seas",0.03,0.18,0.03,0.22,0.942869,0.035839365,0.009483863,0.004057588,0.002164915,0.002509812,0.001062952
337,RC21g,Odum 1970,"East Peak, Puerto Rico",18.27,-66.75,1034,Total,number,-999,0.62,no,fine,10,evergreen,N,N,EBL forest / tropica,2,783,4000,"non-tropical,",0.05,0.37,0.05,0.53,0.849280728,0.081158515,0.026418334,0.012609519,0.007244679,0.009112334,0.00423127
338,RE19a,Odum 1970,"Barro Colorado Island, Panama",9.15,-79.85,60,Total,number,-999,0.74,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1121,2564,"tropical, seas",0.11,0.57,0.13,0.97,0.652744468,0.18569063,0.065406984,0.030912956,0.017322192,0.020884408,0.009132531
339,RE19b,Odum 1970,"Fort Clayton, Panama",9,-79.58,60,Total,number,-999,0.5,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1146,1830,"tropical, seas",0.07,0.32,0.07,0.42,0.848796346,0.09725443,0.025494151,0.010527307,0.005434703,0.006037382,0.002422149
340,RE19c,Odum 1970,"Boca Lara, Darien, Panama",8.65,-78.13,20,Total,number,-999,0.64,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1159,2160,"tropical, seas",0.13,0.54,0.19,1.03,0.522322967,0.262971502,0.095827542,0.04331591,0.02305842,0.025887173,0.010320084
341,RE19d,Odum 1970,"Boca Lara, Darien, Panama",8.65,-78.13,60,Total,number,-999,0.63,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1159,2160,"tropical, seas",0.12,0.51,0.14,0.87,0.639886512,0.204607456,0.068086883,0.030591955,0.016473686,0.018946468,0.007834862
342,RE19e,Odum 1970,"San Lorenzo, Panama",8.32,-82.07,30,Total,number,-999,0.47,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1238,2500,"tropical, seas",0.09,0.38,0.11,0.68,0.724388576,0.16521813,0.049859986,0.021634802,0.011455318,0.013003062,0.005320857
343,RE19f,Odum 1970,"Cerro Jefe, Panama",9.2,-79.38,600,Total,number,-999,0.68,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1121,4000,"tropical, seas",0.09,0.55,0.13,1.04,0.647935437,0.182885048,0.066295286,0.031983196,0.018195784,0.022322381,0.009958126
344,RE19g,Odum 1970,"Belem, Brazil",-1.43,-48.48,8,Total,number,-999,0.43,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1304,2830,"tropical, seas",0.1,0.36,0.13,0.66,0.685831351,0.198784111,0.056511864,0.023062756,0.011623102,0.012439135,0.004739501
345,RE19h,Odum 1970,"Manaus, Brazil",-2.58,-60.03,50,Total,number,-999,0.5,no,coarse,5,evergreen,N,N,EBL forest / tropica,2,1075,2100,"non-tropical,",0.05,0.39,0.07,0.72,0.790217059,0.110201432,0.037435338,0.018102561,0.010455824,0.013188591,0.006127138
346,RE19i,Odum 1970,"Manaus, Brazil",-2.58,-60.03,50,Total,number,-999,0.56,no,coarse,7,evergreen,N,N,EBL forest / tropica,2,1075,2100,"non-tropical,",0.08,0.45,0.11,0.83,0.704958492,0.162756962,0.054415151,0.025258881,0.014038953,0.016832169,0.007336103
348,RE19k,Odum 1970,"El Verde, Puerto Rico",18.35,-65.82,150,Total,number,-999,1.69,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,3000,"non-tropical,",0.14,1.25,0.17,2.03,0.548089512,0.186085658,0.082997499,0.04564183,0.028457298,0.038630948,0.019250492
349,RE19l,Odum 1970,"El Verde, Puerto Rico",18.35,-65.82,250,Total,number,-999,1.24,yes,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,3000,"non-tropical,",0.11,0.72,0.11,0.98,0.691013382,0.159424233,0.057098109,0.027770785,0.015969344,0.019905832,0.009071246
350,RE19m,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.72,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.09,0.54,0.11,0.89,0.698874758,0.161465358,0.055655455,0.026370924,0.014877453,0.018143346,0.008063346
351,RE19n,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.92,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.11,0.62,0.12,0.93,0.675798435,0.173770448,0.060481686,0.028603493,0.016075848,0.019484377,0.008585374
352,RE19o,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.99,no,fine,3,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.16,0.73,0.18,1.14,0.541918689,0.239467989,0.090813802,0.043047229,0.023836727,0.028059392,0.011837741
