Code,  ID,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated,fr0-0.2,fr0.2-0.4,fr0.4-0.6,fr0.6-0.8,fr0.8-1,fr1-1.5,fr1.5-2
445,TG29,Shalyt & Zhivotenko 1968,"Crimean Peninsula, Ukraine",44.53,34.2,1300,Total,mass,2.42,0.3,no,-999,3.5,-999,N,N,Grassland,10,939,1000,"non-tropical,",0.05,0.26,0.09,0.5,0.797556917,0.130770577,0.034613821,0.014114075,0.007188006,0.007839852,0.003071006
446,SG23f,Shalyt 1950,"Khomutov, S Ukraine",47.28,38,-999,Total,mass,1.63,1,no,fine,0,-999,N,N,Grassland,10,732,438,"non-tropical,",0.12,0.69,0.13,1.06,0.646671374,0.18210893,0.066506913,0.032257777,0.018425061,0.022707239,0.010183095
447,SG23g,Shalyt 1950,"Khomutov, S Ukraine",47.28,38,-999,Total,mass,1.47,1,no,fine,0,-999,N,N,Grassland,10,732,438,"non-tropical,",0.11,0.73,0.13,1.22,0.637952735,0.176316643,0.067697562,0.034056047,0.019989284,0.025424633,0.011821822
448,SG23h,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,1.22,1.5,no,-999,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.1,1.06,0.12,1.87,0.633601456,0.150694477,0.06455432,0.035476734,0.022315362,0.030857227,0.015814012
449,SG23i,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,2.95,1,no,medium,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.15,0.71,0.16,1.07,0.585589486,0.21971705,0.080445586,0.037956121,0.021070006,0.024981173,0.010663565
450,SG23j,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,1.69,1,no,-999,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.07,0.78,0.1,1.49,0.680379596,0.138834745,0.056557164,0.030297109,0.018755464,0.025520712,0.012873854
451,SG23k,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,3.59,2.38,no,-999,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.15,1.39,0.16,1.6,0.570856087,0.192597298,0.080796455,0.042510544,0.025648892,0.033521389,0.01600887
452,SG23l,Shalyt 1950,"Sivash Bay, S Ukraine",46.12,34.2,-999,Total,mass,2.14,1,no,medium,0,-999,N,N,Grassland,10,878,400,"non-tropical,",0.13,0.76,0.15,1.3,0.596824471,0.195229149,0.076724212,0.038634973,0.022587899,0.028494156,0.013084241
453,SG23m,Shalyt 1950,"Sivash Bay, S Ukraine",46.12,34.2,-999,Total,mass,2.3,1,no,medium,0,-999,N,N,Grassland,10,878,400,"non-tropical,",0.12,0.77,0.15,1.36,0.594891245,0.192618239,0.076794816,0.039108475,0.023062092,0.029387097,0.013651661
454,SG23n,Shalyt 1950,"Sivash Bay, S Ukraine",46.12,34.2,-999,Total,mass,1.69,1,no,medium,0,-999,N,N,Grassland,10,878,400,"non-tropical,",0.09,0.8,0.14,1.53,0.60805945,0.176529606,0.072564736,0.03814647,0.023100361,0.030428023,0.014706571
455,TG23a,Shalyt 1950,"Dubrovka, Ukraine",50.33,27.4,-999,Total,mass,2.78,1,no,coarse,0,-999,N,N,Grassland,10,699,590,summer maximum,0.05,0.46,0.05,0.59,0.839409686,0.08337254,0.028161253,0.013748027,0.008027208,0.010284897,0.004877717
456,TG23b,Shalyt 1950,"Dubrovka, Ukraine",50.33,27.4,-999,Total,mass,3.54,1,no,coarse,0,-999,N,N,Grassland,10,699,590,summer maximum,0.02,0.5,0.02,0.8,0.862700497,0.053450745,0.021743404,0.01210496,0.007813452,0.011303973,0.00617969
457,TG23c,Shalyt 1950,"Dubrovka, Ukraine",50.33,27.4,-999,Total,mass,1.46,1,no,medium,0,-999,N,N,Grassland,10,699,590,summer maximum,0.07,0.29,0.07,0.3,0.89322051,0.078211587,0.015785874,0.005599587,0.002597516,0.002561119,0.000891998
458,TG23d,Shalyt 1950,"Dubrovka, Ukraine",50.33,27.4,-999,Total,mass,1.54,1,no,medium,0,-999,N,N,Grassland,10,699,590,summer maximum,0.03,0.36,0.03,0.44,0.888941733,0.055854282,0.019096527,0.009507645,0.005651836,0.007416185,0.00362423
459,TG23e,Shalyt 1950,"Streletskaya steppe, Russia",51.72,36.22,230,Total,mass,2.01,2,no,fine,0,-999,N,N,Grassland,10,692,590,summer maximum,0.03,0.87,0.04,1.09,0.807497067,0.078586301,0.031697297,0.017383298,0.011060242,0.015682525,0.008356187
460,D18a,Shalyt 1952,Kazakhstan,47.82,66.32,-999,Total,mass,1.89,0.9,no,-999,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.13,0.65,0.15,0.99,0.610371915,0.211693874,0.07481724,0.034742873,0.019113356,0.022475854,0.009519632
461,D18b,Shalyt 1952,Kazakhstan,47.82,66.32,-999,Total,mass,2.82,0.9,no,-999,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.2,0.78,0.3,1.49,0.321936816,0.307197413,0.152188212,0.077056899,0.04292784,0.049272913,0.019684304
462,D18c,Shalyt 1952,Kazakhstan,47.82,66.32,-999,Total,mass,3.62,0.9,no,-999,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.15,0.72,0.19,1.25,0.520031681,0.241942688,0.095840994,0.046567391,0.026199315,0.031343455,0.013448758
463,D18d,Shalyt 1952,Kazakhstan,47.82,66.32,-999,Total,mass,2.6,0.9,no,-999,0,-999,N,N,open shrubland,-999,1054,200,"non-tropical,",0.14,0.63,0.15,0.91,0.615349562,0.216939126,0.073576231,0.033139281,0.017825109,0.020432027,0.008402681
464,SG10b,Sims & Singh 1978,Cottonwood (South Dakota),43.95,-101.87,744,Total,mass,1.74,0.6,no,fine,0,-999,N,N,Grassland,10,1089,400,summer maximum,0.1,0.5,0.14,0.95,0.633778554,0.200231524,0.069583319,0.032253258,0.017769266,0.020972024,0.008934831
465,SG10c,Sims & Singh 1978,Dickinson (North Dakota),46.9,-102.82,784,Total,mass,1.87,0.6,no,coarse,0,-999,N,N,Grassland,10,1168,400,summer maximum,0.03,0.46,0.05,0.89,0.804978032,0.088479408,0.033523036,0.01757888,0.010806905,0.014696459,0.007458673
466,SG10g,Sims & Singh 1978,Pantex (Texas),35.3,-101.53,1075,Total,mass,0.79,0.6,no,fine,0,-999,N,N,Grassland,10,1375,500,summer maximum,0.09,0.51,0.14,0.98,0.631742262,0.198666331,0.070024901,0.032793725,0.018204635,0.021672447,0.009325551
467,SG10h,Sims & Singh 1978,Pawnee (Colorado),40.82,-104.77,1652,Total,mass,1.35,0.6,no,medium,0,-999,N,N,Grassland,10,1248,300,summer maximum,0.09,0.51,0.14,0.98,0.631742262,0.198666331,0.070024901,0.032793725,0.018204635,0.021672447,0.009325551
468,TG10a,Sims & Singh 1978,Bridger (Montana),45.95,-110.78,2340,Total,mass,1.88,0.5,no,medium,0,-999,N,N,Grassland,10,1096,900,summer maximum,0.08,0.41,0.11,0.78,0.710672188,0.163742485,0.053162366,0.024199639,0.013261482,0.015647301,0.006695246
469,SG11,Singh & Coleman 1977,"Colorado, USA",40.82,-104.77,1630,Total,mass,1.05,0.6,no,medium,0,-999,N,N,Grassland,10,1248,300,summer maximum,0.06,0.36,0.06,0.48,0.84615951,0.090051991,0.026833375,0.012056901,0.006622024,0.007900281,0.003447611
470,RG32,Singh 1994,NW India,29.17,75.77,215,2,mass,0.91,1.2,no,medium,0,drought-deciduous,N,N,Savanna,7,1687,550,summer maximum,0.21,0.82,0.22,1.11,0.456760065,0.291172053,0.113263422,0.051628972,0.027346637,0.030294315,0.011821464
471,HW03,Sjörs 1991,Central Sweden,61.12,14.67,-999,Total,mass,4.9,0.42,no,organic,42,-999,N,Y,Grassland,10,502,688,summer maximum,0.17,0.37,0.19,0.6,0.532788086,0.337803878,0.079407642,0.02542351,0.010547091,0.009016672,0.00260694
472,RG15,Smit & Rethman 1998,South Africa,-25.55,27.68,-999,Total,mass,1.74,1,no,medium,0,winter-deciduous,N,N,Savanna,7,1240,376,"tropical, seas",0.42,0.89,0.47,1.39,0.08947032,0.302767549,0.267719423,0.149160707,0.076852232,0.072987433,0.021822929
473,RE23a,Sommer et al. 2000,"Para, Brazil",-1.18,-47.57,-999,Total,mass,2.02,6,no,medium,-999,evergreen,N,N,EBL forest / tropica,2,1303,2469,"tropical, seas",1.22,5.29,1.22,5.29,0.025843432,0.070523363,0.097601152,0.106092902,0.101461867,0.200693225,0.127292345
474,RE23b,Sommer et al. 2000,"Para, Brazil",-1.08,-47.33,-999,Total,mass,3.72,6,no,medium,-999,evergreen,Y,N,EBL forest / tropica,2,1303,2469,"tropical, seas",0.36,3.76,0.36,3.76,0.323507192,0.209502848,0.121994446,0.076479638,0.051343537,0.074234366,0.038807891
475,RG28,Soumar?et al. 1994,Mali,14.5,5.75,-999,Total,mass,0.51,0.6,no,coarse,0,drought-deciduous,N,N,Savanna,7,2559,580,"tropical, seas",0.2,0.5,0.22,0.76,0.44364686,0.361682521,0.110190504,0.039959424,0.01782656,0.016333097,0.00510219
476,SC10a,Specht & Rayson 1957,"Ninety-Mile Plain, Australia",-36.03,140.4,-999,Total,mass,6.34,0.76,no,coarse,0,-999,N,N,Closed shrubland,8,1308,457,winter maximum,0.13,0.44,0.13,0.5,0.719423619,0.201625247,0.044824307,0.015635038,0.007056051,0.006690112,0.002209529
477,SC10b,Specht & Rayson 1957,"Ninety-Mile Plain, Australia",-36.03,140.4,-999,Total,mass,6.8,1.83,no,coarse,0,-999,N,N,Closed shrubland,8,1308,457,winter maximum,0.13,0.68,0.13,0.73,0.675921907,0.195980774,0.059585547,0.025432642,0.01323466,0.014677429,0.005828765
478,SC10c,Specht & Rayson 1957,"Ninety-Mile Plain, Australia",-36.03,140.4,-999,Total,mass,8.08,0.76,no,coarse,0,-999,N,N,Closed shrubland,8,1308,457,winter maximum,0.1,0.35,0.1,0.37,0.826345087,0.131360475,0.024871525,0.008227634,0.003609981,0.00333519,0.001071167
479,RD12,Srivastava et al. 1986,"Uttar-Pradesh, India",24.87,83.05,-999,8,mass,0.54,0.4,no,medium,-999,drought-deciduous,N,N,DBL forest / tropica,4,1306,992,"tropical, seas",0.18,0.37,0.23,0.65,0.402246519,0.42530951,0.110499665,0.033554434,0.013102995,0.010391345,0.002723403
480,BF06a,Steele et al. 1997,"Saskatchewan, Canada",53.92,-105,-999,5,mass,1.02,0.35,yes,medium,5,evergreen,N,N,ENL forest / boreal,1,938,405,summer maximum,0.08,0.23,0.08,0.28,0.896005018,0.08174127,0.013553986,0.004256313,0.001808704,0.001617148,0.000499801
481,BF06b,Steele et al. 1997,"Saskatchewan, Canada",53.92,-105,-999,5,length,-999,0.35,no,medium,10,winter-deciduous,N,N,DBL forest / boreal,4,938,405,summer maximum,0.11,0.31,0.14,0.56,0.680824297,0.222067587,0.053626785,0.019401195,0.008951783,0.008677886,0.002938833
482,BF06c,Steele et al. 1997,"Saskatchewan, Canada",53.92,-105,-999,5,length,-999,0.35,yes,medium,25,evergreen,N,N,ENL forest / boreal,1,938,405,summer maximum,0.09,0.25,0.1,0.32,0.85253848,0.118412809,0.018443074,0.005457472,0.002215261,0.001880085,0.000544289
483,BF06d,Steele et al. 1997,"Manitoba, Canada",55.9,-98.5,-999,5,length,-999,0.35,no,fine,5,evergreen,N,N,ENL forest / boreal,1,630,536,summer maximum,0.13,0.3,0.15,0.48,0.674420251,0.24851386,0.048017178,0.014811381,0.006094326,0.0052101,0.001514879
484,BF06e,Steele et al. 1997,"Manitoba, Canada",55.9,-98.5,-999,5,length,-999,0.35,yes,fine,10,winter-deciduous,N,N,DBL forest / boreal,4,630,536,summer maximum,0.07,0.2,0.07,0.21,0.943409878,0.047317703,0.006125241,0.001689023,0.000655818,0.000531543,0.000145523
485,BF06f,Steele et al. 1997,"Manitoba, Canada",55.9,-98.5,-999,5,length,-999,0.35,yes,fine,35,evergreen,N,N,ENL forest / boreal,1,630,536,summer maximum,0.06,0.19,0.06,0.2,0.949999606,0.040431175,0.00599772,0.001801043,0.000743845,0.000645511,0.000192486
486,SC12,Sternberg et al. 1996,"California, USA",33.88,-116.75,1150,Total,number,-999,2,no,medium,0,-999,N,N,Closed shrubland,8,1331,550,winter maximum,0.25,1.56,0.29,2.2,0.368207786,0.246533899,0.127272366,0.071724734,0.04425618,0.057905809,0.02709503
487,RE17,Sternberg et al. 1998,"Para, Brazil",-2.98,-47.52,-999,Total,mass,0.45,4.05,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1313,1750,"tropical, seas",0.38,2.96,0.38,2.96,0.284824623,0.233560439,0.139787087,0.086006353,0.056073608,0.07730063,0.03789925
488,BF03a,Strong & La Roi 1983,"Alberta, Canada",55.17,-114.13,-999,Total,number,-999,1.3,no,coarse,2.4,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.17,0.86,0.18,1.21,0.540613546,0.233891869,0.09084875,0.043939765,0.024708821,0.029608516,0.012750827
489,BF03b,Strong & La Roi 1983,"Alberta, Canada",55.17,-114.13,-999,Total,number,-999,1.3,no,coarse,5.5,winter-deciduous,N,N,DBL forest / boreal,4,768,475,summer maximum,0.2,0.94,0.22,1.41,0.462305657,0.258317564,0.110021871,0.054915377,0.031255435,0.037641784,0.016186505
490,BF03c,Strong & La Roi 1983,"Alberta, Canada",55.17,-114.13,-999,Total,number,-999,1.3,no,coarse,8.3,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.28,1.06,0.33,1.8,0.295427614,0.287277707,0.155687467,0.084627415,0.049590606,0.060030297,0.025363754
491,BF03d,Strong & La Roi 1983,"Alberta, Canada",55.17,-114.13,-999,Total,number,-999,0.5,no,organic,50,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.09,0.37,0.09,0.56,0.783485997,0.133531704,0.038003937,0.016199163,0.008512514,0.009615281,0.00392325
492,BF03e,Strong & La Roi 1983,"Alberta, Canada",55.17,-114.13,-999,Total,number,-999,1,no,fine,8.1,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.13,0.67,0.14,0.95,0.633778554,0.200231524,0.069583319,0.032253258,0.017769266,0.020972024,0.008934831
493,BF03f,Strong & La Roi 1983,"Alberta, Canada",55.17,-114.13,-999,Total,number,-999,0.8,no,fine,12,evergreen,N,N,ENL forest / boreal,1,768,475,summer maximum,0.14,0.61,0.16,0.97,0.590150412,0.226990919,0.079418824,0.036182921,0.019568202,0.022520277,0.009288772
494,D35a,Sturges 1977,"Wyoming, USA",41.45,-107.1,-999,Total,mass,0.22,2.44,yes,medium,0,-999,N,N,open shrubland,9,542,530,winter maximum,0.22,0.95,0.22,0.98,0.453175047,0.311466684,0.113766728,0.048791131,0.024657862,0.025903047,0.009502153
495,D35b,Sturges 1977,"Wyoming, USA",41.45,-107.1,-999,Total,mass,0.26,2.44,yes,medium,0,-999,N,N,open shrubland,9,542,530,winter maximum,0.23,0.8,0.23,0.81,0.419001476,0.365864476,0.119139952,0.044595461,0.020247648,0.018848322,0.005987011
496,D35c,Sturges 1977,"Wyoming, USA",41.45,-107.1,-999,Total,mass,0.45,2.44,yes,medium,0,-999,N,N,open shrubland,9,542,530,winter maximum,0.26,0.93,0.26,0.94,0.354095501,0.374387111,0.143194703,0.057555253,0.027086888,0.025959507,0.008474456
497,D09,Sturges 1980,"Wyoming, USA",41.33,-106.8,2225,Total,mass,0.9,1.22,no,coarse,0,-999,N,N,open shrubland,9,1160,500,"non-tropical,",0.21,0.82,0.22,1.08,0.456019276,0.295427392,0.113463632,0.051079294,0.026794665,0.029356948,0.011309595
498,D15a,Sveshnikova 1968,"Pamirs, Tajikistan",38.15,73.93,3864,Total,mass,0.07,0.5,no,medium,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.21,0.45,0.26,0.8,0.334626792,0.420944272,0.143846684,0.050581858,0.021502519,0.018459356,0.005288736
499,D15b,Sveshnikova 1968,"Pamirs, Tajikistan",38.15,73.93,-999,Total,mass,0.11,0.5,no,medium,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.16,0.45,0.26,0.88,0.346694186,0.392219204,0.143917487,0.055031951,0.024923119,0.022903321,0.007115214
500,D15c,Sveshnikova 1968,"Pamirs, Tajikistan",38.15,73.93,3864,Total,mass,0.25,0.4,no,medium,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.15,0.37,0.23,0.7,0.408604206,0.403535518,0.114530224,0.037679407,0.015575826,0.013115314,0.003696124
501,D15d,Sveshnikova 1968,"Pamirs, Tajikistan",38.15,73.93,3864,Total,mass,0.21,0.4,no,medium,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.05,0.34,0.09,0.65,0.766589691,0.135565386,0.041868971,0.018780052,0.010233025,0.012039463,0.005149438
502,D15e,Sveshnikova 1968,"Pamirs, Tajikistan",38.15,73.93,3864,Total,mass,0.1,0.5,no,medium,0,-999,N,N,open shrubland,9,401,120,winter maximum,0.05,0.34,0.06,0.52,0.837752855,0.092247851,0.028494156,0.013084241,0.007298063,0.008860663,0.003945562
503,TF02,Symbula & Day 1988,"Virginia, USA",36.6,-76.53,-999,Total,mass,0.58,0.4,no,medium,-999,winter-deciduous,N,Y,DBL forest / tempera,4,1009,1290,"non-tropical,",0.13,0.36,0.22,0.71,0.440403881,0.377531013,0.107692827,0.036842193,0.01575855,0.013801864,0.004085994
504,RE08,Thompson et al. 1992,"Roraima, Brazil",3.33,-61.33,-999,50,mass,4.24,1,no,medium,0,evergreen,N,N,EBL forest / tropica,2,1257,2300,"tropical, seas",0.33,0.87,0.39,1.48,0.186269891,0.327700621,0.207362112,0.108751741,0.058749159,0.062555144,0.02225174
505,RG22,Toky & Bisht 1992,NW India,29.17,75.77,215,Total,mass,-999,2.33,no,medium,0,drought-deciduous,N,N,Savanna,7,1687,550,summer maximum,0.22,1.01,0.22,1.06,0.455499197,0.298395768,0.113573492,0.050680962,0.02640534,0.028707607,0.010960456
506,BF11a,Tryon & Chapin 1983,"Alaska, USA",65.1,-147.03,-999,Total,mass,1.2,0.3,yes,-999,19,evergreen,N,N,ENL forest / boreal,1,492,220,summer maximum,0.1,0.16,0.1,0.16,0.98716115,0.012669727,0.000155784,1.11E-05,1.66E-06,5.01E-07,3.58E-08
507,BF11b,Tryon & Chapin 1983,"Alaska, USA",65.1,-147.03,-999,Total,mass,5.69,1,no,-999,-999,winter-deciduous,N,N,DBL forest / boreal,4,492,220,summer maximum,0.18,0.56,0.19,0.61,0.532324758,0.335193362,0.080461911,0.026161071,0.010970644,0.009486944,0.002781143
508,BF11c,Tryon & Chapin 1983,"Alaska, USA",65.1,-147.03,-999,Total,mass,0.52,0.5,no,-999,-999,winter-deciduous,N,N,DBL forest / boreal,4,492,220,summer maximum,0.06,0.34,0.06,0.51,0.839767288,0.091746009,0.028100161,0.012837292,0.007134235,0.008625923,0.00382275
509,WC23a,Turner 1936,"Arkansas, USA",34.02,-93.93,120,Total,number,-999,0.91,no,medium,0,evergreen,N,N,ENL forest / tempera,1,1162,1270,"non-tropical,",0.21,0.72,0.23,1.1,0.434637691,0.304436507,0.119563546,0.053920459,0.028202859,0.030712125,0.011723388
510,WC23b,Turner 1936,"Arkansas, USA",33.22,-91.8,50-60,Total,number,-999,0.91,no,medium,0,evergreen,N,N,ENL forest / tempera,1,1108,1370,winter maximum,0.2,0.73,0.23,1.19,0.437731849,0.291621752,0.118479244,0.055346724,0.029763814,0.033460314,0.013254488
511,WC23c,Turner 1936,"Arkansas, USA",33.22,-93.23,100,Total,number,-999,0.91,no,medium,0,evergreen,N,N,ENL forest / tempera,1,1132,1120,"non-tropical,",0.2,0.72,0.22,1.12,0.456997174,0.28980328,0.113188316,0.051800281,0.027522503,0.03059728,0.011988922
512,BF08,Uchida et al. 1998,"Saskatchewan, Canada",53.83,-105.5,500,Total,mass,2.07,0.55,no,coarse,19,evergreen,N,N,ENL forest / boreal,1,938,389,summer maximum,0.25,0.34,0.25,0.34,0.105571965,0.88344858,0.010750868,0.00021404,1.28E-05,1.68E-06,3.31E-08
513,TS14,Usol'tsev & Krepkii,"Amanqaraghay, Kazakhstan",52.42,64.05,-999,Total,mass,-999,2.6,no,coarse,0,evergreen,N,N,Woodland,6,821,255,summer maximum,0.09,1.86,0.1,2.12,0.661117616,0.130805609,0.057165972,0.032214695,0.020724977,0.029530397,0.015703378
514,WC07,Van Rees & Comerford 1986,"Florida, USA",29.67,-82.25,53,Total,mass,0.98,2.45,no,medium,0,evergreen,N,N,ENL forest / tempera,1,1307,1330,summer maximum,0.12,1.34,0.12,1.51,0.644269822,0.157894767,0.064446249,0.03415935,0.020900365,0.027960801,0.013796036
515,RC07,Vance & Nadkarni 1992,"Monteverde, Costa Rica",10.3,-84.8,1550,Total,mass,4.01,1.8,no,medium,15,evergreen,N,N,EBL forest / tropica,2,717,2000,"tropical, seas",0.18,0.33,0.18,0.33,0.625230828,0.354514698,0.017378685,0.002163293,0.00047138,0.000207472,2.53E-05
516,RG26,Vandenbeldt 1991,SW Niger,13.08,12.1,-999,>2,mass,-999,3.5,no,coarse,0,deciduous during wet,N,N,Savanna,7,2155,562,"tropical, seas",0.66,2.59,0.66,2.59,0.071008056,0.182781691,0.195073175,0.153256583,0.107776756,0.144326897,0.06166029
517,RG34a,Villares et al. 1953,"Sao Paulo, Brazil",-21.1,-47.75,-999,Total,mass,0.34,2.24,no,fine,0,-999,Y,N,Pasture,10,1280,1483,"tropical, seas",0.13,1.62,0.15,2.08,0.579845392,0.170097277,0.075308141,0.041724339,0.026271774,0.036209785,0.018415052
518,RG34b,Villares et al. 1953,"Sao Paulo, Brazil",-21.1,-50.9,-999,Total,mass,0.24,2.8,no,fine,0,-999,Y,N,Pasture,10,1293,1326,"tropical, seas",0.42,2.03,0.42,2.13,0.206607147,0.271287099,0.178401076,0.106585321,0.06535975,0.081339515,0.034707597
519,TC08,Vyskot 1973,Czech Republic,49.32,16.67,460,5,mass,-999,1,no,fine,0,evergreen,N,N,ENL forest / tempera,1,732,628,summer maximum,0.16,0.74,0.17,1.14,0.562535965,0.227301507,0.085751919,0.040965389,0.022887798,0.027280837,0.011696755
520,D16,Wallace et al. 1980,"Nevada, USA",36.67,-116.12,-999,Total,mass,-999,0.6,no,coarse,0,-999,N,N,open shrubland,9,1413,100,winter maximum,0.13,0.44,0.14,0.62,0.669460534,0.219213079,0.058152603,0.02236856,0.010775627,0.01094994,0.0039206
521,TS08a,Watts 1993,"Texas, USA",27.65,-98.22,75-90,Total,mass,2.75,2,no,medium,0,winter-deciduous,N,N,Wooded grassland,7,1123,716,summer maximum,0.27,1.02,0.27,1.11,0.348632471,0.34531221,0.146712544,0.065049743,0.032898264,0.03405175,0.012137169
522,TS08b,Watts 1993,"Texas, USA",27.65,-98.22,75-90,Total,mass,1.74,2,no,medium,0,winter-deciduous,N,N,Wooded grassland,7,1123,716,summer maximum,0.5,1.49,0.52,1.81,0.094858382,0.255065982,0.233737176,0.150719061,0.089627888,0.100199166,0.035870067
523,TG12a,Weaver & Darland 1949,"Nebraska, USA",40.88,-96.7,-999,Total,mass,1.46,1.52,no,fine,0,-999,N,N,Grassland,10,1174,700,summer maximum,0.04,0.68,0.04,0.95,0.816985389,0.077780172,0.030578239,0.016498909,0.010373718,0.014505464,0.00760809
524,TG12b,Weaver & Darland 1949,"Nebraska, USA",40.3,-96.67,-999,Total,mass,1.6,1.52,yes,medium,0,-999,N,N,Grassland,10,1099,680,summer maximum,0.07,0.89,0.08,1.36,0.721569371,0.120354939,0.048394109,0.025971447,0.016155616,0.022175187,0.011327695
525,TG12c,Weaver & Darland 1949,"Kansas, USA",39.82,-97.55,-999,Total,mass,0.82,1.22,yes,fine,0,-999,N,N,Grassland,10,1125,1100,summer maximum,0.14,0.93,0.18,1.62,0.535239047,0.209368278,0.08927635,0.04679988,0.028023294,0.036160252,0.016963758
526,TG12d,Weaver & Darland 1949,"Nebraska, USA",41.37,-99.58,-999,Total,mass,1.12,1.22,no,medium,0,-999,N,N,Grassland,10,1223,580,summer maximum,0.05,0.74,0.05,1.22,0.782064883,0.089695098,0.03631265,0.019868216,0.012599183,0.017768211,0.009396953
527,TG12e,Weaver & Darland 1949,"Nebraska, USA",40.7,-99.1,-999,Total,mass,0.91,1.22,no,medium,0,-999,N,N,Grassland,10,1208,580,summer maximum,0.02,0.56,0.02,0.87,0.857788231,0.054187668,0.022308587,0.012512309,0.008120112,0.011822641,0.006509761
528,SG26a,Weaver 1977,"Montana, USA",45.87,-111.18,1360,5,mass,0.9,0.7,no,medium,0,-999,N,N,Grassland,10,1096,360,summer maximum,0.19,0.62,0.28,1.18,0.33431646,0.340506229,0.151534612,0.069207246,0.035659038,0.0375748,0.013642108
529,TC24a,Weaver 1977,"Montana, USA",45.73,-110.97,1650,5,mass,0.6,0.7,no,medium,-999,evergreen,N,N,ENL forest / tempera,1,1096,550,summer maximum,0.16,0.61,0.25,1.18,0.395704237,0.313555927,0.131129545,0.060485202,0.031916499,0.034904296,0.013331066
530,TC24b,Weaver 1977,"Montana, USA",45.92,-110.92,1810,5,mass,0.71,0.7,no,medium,-999,evergreen,N,N,ENL forest / tempera,1,1096,900,summer maximum,0.19,0.62,0.29,1.2,0.316404128,0.344365407,0.157899895,0.072602293,0.037397936,0.039254934,0.014150972
531,TC24c,Weaver 1977,"Montana, USA",45.92,-110.92,1830,5,mass,1.84,0.7,no,medium,-999,evergreen,N,N,ENL forest / tempera,1,1096,900,summer maximum,0.15,0.61,0.24,1.18,0.416520602,0.303468259,0.124763742,0.057797508,0.030744191,0.034034599,0.013214293
532,TC24d,Weaver 1977,"Montana, USA",45.87,-110.95,2360,5,mass,1.51,0.7,no,medium,-999,evergreen,N,N,ENL forest / tempera,1,1096,900,summer maximum,0.33,0.65,0.49,1.25,0.056391551,0.289292151,0.308336283,0.169627631,0.080383924,0.067154785,0.016948013
533,TD19a,Weaver 1977,"Montana, USA",45.68,-111.03,1560,5,mass,0.6,0.7,no,medium,-999,winter-deciduous,N,N,DBL forest / tempera,4,1096,550,summer maximum,0.16,0.61,0.25,1.18,0.395704237,0.313555927,0.131129545,0.060485202,0.031916499,0.034904296,0.013331066
534,TD19b,Weaver 1977,"Montana, USA",45.92,-110.92,1830,5,mass,0.56,0.7,no,medium,-999,winter-deciduous,N,N,DBL forest / tempera,4,1096,900,summer maximum,0.06,0.4,0.07,0.54,0.819502317,0.105471406,0.031765059,0.014256822,0.007807253,0.00926848,0.004016508
535,TG26b,Weaver 1977,"Montana, USA",45.87,-110.95,2330,5,mass,1.58,0.5,no,medium,0,-999,N,N,Grassland,10,1096,960,winter maximum,0.08,0.35,0.09,0.5,0.797556917,0.130770577,0.034613821,0.014114075,0.007188006,0.007839852,0.003071006
536,TS26a,Weaver 1977,"Montana, USA",45.73,-110.98,1570,5,mass,0.52,0.7,no,medium,0,-999,N,N,open shrubland,7,1096,550,summer maximum,0.15,0.58,0.19,1.05,0.522072171,0.260752366,0.095916785,0.043705069,0.023407188,0.026460568,0.01063325
537,TS26b,Weaver 1977,"Montana, USA",45.8,-110.8,1780,5,mass,1.07,0.7,no,medium,0,-999,N,N,open shrubland,7,1096,900,summer maximum,0.15,0.6,0.22,1.13,0.457229629,0.288458205,0.113109431,0.051965957,0.027694472,0.030895618,0.012154798
